articleA,articleB,urlA,urlB,editorialOverlap,samePrimaryCluster,sharedClusters,metadataSimilarity,overallBodySimilarity,bodyCosine,bodyJaccard,introductionSimilarity,headingSequenceSimilarity,articleStructureSimilarity,faqSimilarity,conclusionSimilarity,examplesSimilarity,exercisesSimilarity,ngram5Overlap,exactDuplicatedSentenceCount,nearDuplicatedParagraphCount,sharedPracticeLanguage,sharedConclusionLanguage,overlapCausedByNecessaryDoctrine,overlapCausedByAvoidableGenericProse
what-is-karma-in-buddhism,four-noble-truths-explained,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.141,0.139,0.302,0.184,0.071,0.048,0.4,0.112,0,0,0.289,0,0,0,false,false,false,false
what-is-karma-in-buddhism,mindfulness-vs-meditation,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.153,0.124,0.295,0.175,0.033,0.047,0.4,0.043,0,0,0.367,0.001,0,0,true,false,false,false
what-is-karma-in-buddhism,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.212,0.169,0.404,0.198,0.04,0.058,0.4,0.142,0,0.039,0.376,0,0,0,true,false,false,false
what-is-karma-in-buddhism,metta-meditation-script,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.105,0.128,0.307,0.176,0,0.047,0.4,0.102,0,0.101,0.338,0.001,0,0,true,false,false,false
what-is-karma-in-buddhism,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.214,0.197,0.418,0.215,0.163,0.056,0.4,0.195,0,0.16,0.461,0.003,0,0,true,false,false,false
what-is-karma-in-buddhism,how-to-meditate-for-anxiety,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0.158,0.102,0.236,0.12,0.05,0.024,0.4,0.079,0,0,0.287,0,0,0,false,false,false,false
what-is-karma-in-buddhism,loving-kindness-meditation-beginners,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.093,0.114,0.269,0.155,0,0.023,0.4,0.143,0,0.04,0.319,0,0,0,true,false,false,false
what-is-karma-in-buddhism,eightfold-path-explained-daily-life,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.399,0.143,0.307,0.161,0.083,0.05,0.4,0.166,0,0.107,0.334,0,0,0,true,false,false,false
what-is-karma-in-buddhism,mindfulness-morning-routine,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.146,0.122,0.286,0.152,0.037,0.036,0.4,0.104,0,0.088,0.344,0,0,0,true,false,false,false
what-is-karma-in-buddhism,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.357,0.148,0.345,0.169,0.096,0.058,0.4,0.046,0,0.188,0.357,0,0,0,true,false,false,false
what-is-karma-in-buddhism,walking-meditation-step-by-step,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.074,0.091,0.221,0.115,0.017,0.032,0.4,0.059,0,0.061,0.291,0.001,0,0,false,false,false,false
what-is-karma-in-buddhism,buddhist-approach-to-anger,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.258,0.135,0.311,0.19,0.036,0.047,0.4,0.088,0,0.07,0.287,0,0,0,false,false,false,false
what-is-karma-in-buddhism,mindfulness-for-better-sleep,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0.046,0.094,0.198,0.112,0.086,0.03,0.4,0.058,0,0.026,0.228,0,0,0,false,false,false,false
what-is-karma-in-buddhism,how-to-practice-non-attachment,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.352,0.144,0.353,0.177,0.035,0.033,0.4,0.097,0,0.156,0.407,0,0,0,true,false,false,false
what-is-karma-in-buddhism,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.34,0.124,0.288,0.145,0.069,0.031,0.4,0.08,0,0,0.349,0.001,0,0,true,false,false,false
what-is-karma-in-buddhism,compassion-as-a-daily-discipline,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.436,0.163,0.356,0.181,0.122,0.053,0.4,0.142,0,0,0.405,0,0,0,true,false,false,false
what-is-karma-in-buddhism,letting-go-without-giving-up,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0.042,0.132,0.295,0.154,0.082,0.024,0.4,0.123,0,0.088,0.362,0,0,0,true,false,false,false
what-is-karma-in-buddhism,three-ways-to-practice-patience,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.292,0.141,0.311,0.177,0.061,0.026,0.4,0.175,0,0.045,0.394,0,0,0,true,false,false,false
what-is-karma-in-buddhism,mindful-listening-in-everyday-life,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.203,0.138,0.338,0.145,0.061,0.04,0.4,0.085,0,0.048,0.398,0.001,0,0,true,false,false,false
what-is-karma-in-buddhism,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.137,0.087,0.202,0.101,0.021,0.023,0.4,0.105,0,0.121,0.243,0.001,0,0,false,false,false,false
four-noble-truths-explained,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.274,0.216,0.473,0.227,0.107,0.052,0.4,0.324,0,0,0.361,0.001,0,0,true,false,false,false
four-noble-truths-explained,four-noble-truths-explained-simply,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Medium,true,Four Noble Truths,0.857,0.344,0.679,0.254,0.33,0.205,0.4,0.503,0,0,0.5,0.019,0,0,true,false,true,false
four-noble-truths-explained,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.298,0.159,0.34,0.213,0.118,0.03,0.4,0.126,0,0,0.31,0,0,0,true,false,false,false
four-noble-truths-explained,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.186,0.155,0.336,0.198,0.061,0.038,0.4,0.198,0,0,0.197,0,0,0,false,false,false,false
four-noble-truths-explained,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.179,0.132,0.287,0.196,0.058,0.033,0.4,0.101,0,0,0.293,0,0,0,false,false,false,false
four-noble-truths-explained,how-to-meditate-for-beginners,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,false,,0.162,0.095,0.219,0.141,0.04,0.014,0.4,0.044,0,0,0.206,0,0,0,false,false,false,false
four-noble-truths-explained,mindfulness-of-breathing-guide,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,false,,0.029,0.108,0.24,0.162,0.04,0.022,0.4,0.088,0,0,0.285,0.001,0,0,false,false,false,false
four-noble-truths-explained,loving-kindness-meditation-guide,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.028,0.11,0.235,0.164,0.044,0.03,0.4,0.1,0,0,0.195,0,0,0,false,false,false,false
four-noble-truths-explained,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0.027,0.136,0.278,0.205,0.071,0.06,0.4,0.102,0,0,0.256,0.001,0,0,false,false,false,false
four-noble-truths-explained,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0.012,0.126,0.301,0.175,0,0.035,0.4,0.119,0,0,0.301,0,0,0,true,false,false,false
four-noble-truths-explained,eightfold-path-explained,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/eightfold-path-explained/,Low,false,,0.339,0.188,0.378,0.202,0.118,0.089,0.4,0.288,0,0,0.305,0,0,0,true,false,false,false
four-noble-truths-explained,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.126,0.171,0.353,0.216,0.061,0.065,0.4,0.26,0,0,0.247,0.002,0,0,false,false,false,false
four-noble-truths-explained,right-speech-buddhism,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.125,0.14,0.278,0.188,0.108,0.06,0.4,0.126,0,0,0.318,0.001,0,0,true,false,false,false
four-noble-truths-explained,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.12,0.132,0.284,0.184,0.047,0.044,0.4,0.141,0,0,0.307,0,0,0,true,false,false,false
four-noble-truths-explained,impermanence-in-buddhism,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.18,0.157,0.349,0.182,0.088,0.055,0.4,0.142,0,0,0.341,0,0,0,true,false,false,false
four-noble-truths-explained,what-is-karma-in-buddhism,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.141,0.139,0.302,0.184,0.071,0.048,0.4,0.112,0,0,0.289,0,0,0,false,false,false,false
four-noble-truths-explained,four-noble-truths-explained,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,Self,true,Four Noble Truths,1,1,1,1,1,1,1,1,1,1,1,1,64,0,true,true,false,false
four-noble-truths-explained,mindfulness-vs-meditation,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Low,false,,0.057,0.137,0.298,0.195,0.086,0.05,0.4,0.058,0,0,0.329,0,0,0,true,false,false,false
four-noble-truths-explained,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0.136,0.136,0.303,0.188,0.047,0.052,0.4,0.102,0,0,0.263,0.001,0,0,false,false,false,false
four-noble-truths-explained,metta-meditation-script,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.02,0.132,0.295,0.179,0.086,0.05,0.4,0.034,0,0,0.297,0.001,0,0,false,false,false,false
four-noble-truths-explained,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.612,0.212,0.434,0.214,0.128,0.085,0.4,0.348,0,0,0.39,0.001,0,0,true,false,false,false
four-noble-truths-explained,how-to-meditate-for-anxiety,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,false,,0,0.129,0.283,0.17,0.072,0.036,0.4,0.096,0,0,0.314,0,0,0,true,false,false,false
four-noble-truths-explained,loving-kindness-meditation-beginners,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.052,0.113,0.26,0.167,0.031,0.035,0.4,0.064,0,0,0.226,0,0,0,false,false,false,false
four-noble-truths-explained,eightfold-path-explained-daily-life,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.353,0.174,0.374,0.178,0.117,0.044,0.4,0.232,0,0,0.269,0.002,0,0,false,false,false,false
four-noble-truths-explained,mindfulness-morning-routine,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,false,,0.05,0.111,0.246,0.137,0.049,0.047,0.4,0.093,0,0,0.257,0,0,0,false,false,false,false
four-noble-truths-explained,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.193,0.151,0.324,0.185,0.101,0.069,0.4,0.097,0,0,0.25,0,0,0,false,false,false,false
four-noble-truths-explained,walking-meditation-step-by-step,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,false,,0.024,0.115,0.259,0.147,0.045,0.044,0.4,0.097,0,0,0.279,0.001,0,0,false,false,false,false
four-noble-truths-explained,buddhist-approach-to-anger,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.113,0.128,0.28,0.191,0.047,0.042,0.4,0.092,0,0,0.249,0,0,0,false,false,false,false
four-noble-truths-explained,mindfulness-for-better-sleep,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,false,,0,0.103,0.212,0.14,0.045,0.041,0.4,0.119,0,0,0.238,0,0,0,false,false,false,false
four-noble-truths-explained,how-to-practice-non-attachment,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.121,0.15,0.33,0.191,0.06,0.045,0.4,0.158,0,0,0.289,0,0,0,false,false,false,false
four-noble-truths-explained,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Low,false,,0.027,0.118,0.234,0.145,0.106,0.051,0.4,0.104,0,0,0.25,0,0,0,false,false,false,false
four-noble-truths-explained,compassion-as-a-daily-discipline,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.081,0.151,0.316,0.18,0.107,0.056,0.4,0.153,0,0,0.326,0,0,0,true,false,false,false
four-noble-truths-explained,letting-go-without-giving-up,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0,0.147,0.315,0.195,0.072,0.037,0.4,0.165,0,0,0.291,0.001,0,0,false,false,false,false
four-noble-truths-explained,three-ways-to-practice-patience,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.026,0.132,0.285,0.194,0.036,0.039,0.4,0.139,0,0,0.324,0,0,0,true,false,false,false
four-noble-truths-explained,mindful-listening-in-everyday-life,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.076,0.12,0.267,0.17,0.053,0.044,0.4,0.066,0,0,0.244,0,0,0,false,false,false,false
four-noble-truths-explained,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.014,0.098,0.226,0.135,0.037,0.036,0.4,0.052,0,0,0.225,0,0,0,false,false,false,false
mindfulness-vs-meditation,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.103,0.198,0.436,0.216,0.111,0.061,0.4,0.228,0,0,0.477,0,0,0,true,false,false,false
mindfulness-vs-meditation,four-noble-truths-explained-simply,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.07,0.13,0.248,0.155,0.119,0.11,0.4,0.07,0,0,0.29,0,0,0,false,false,false,false
mindfulness-vs-meditation,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.28,0.163,0.347,0.205,0.08,0.105,0.4,0.118,0,0,0.425,0,0,0,true,false,false,false
mindfulness-vs-meditation,impermanence-in-buddhism-letting-go,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Low,false,,0.015,0.116,0.266,0.171,0.029,0.065,0.4,0.023,0,0,0.272,0,0,0,false,false,false,false
mindfulness-vs-meditation,compassion-in-buddhism-beginner-guide,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Low,false,,0.196,0.129,0.283,0.168,0.112,0.04,0.4,0.034,0,0,0.372,0,0,0,true,false,false,false
mindfulness-vs-meditation,how-to-meditate-for-beginners,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,Low,true,Beginner Meditation and Mindfulness,0.583,0.225,0.497,0.226,0.257,0.052,0.4,0.09,0,0,0.53,0.001,0,0,true,false,false,false
mindfulness-vs-meditation,mindfulness-of-breathing-guide,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Low,true,Beginner Meditation and Mindfulness,0.648,0.236,0.505,0.211,0.206,0.067,0.4,0.293,0,0,0.487,0.001,0,0,true,false,false,false
mindfulness-vs-meditation,loving-kindness-meditation-guide,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,Low,false,,0.438,0.167,0.315,0.169,0.215,0.045,0.4,0.201,0,0,0.385,0.001,0,0,true,false,false,false
mindfulness-vs-meditation,dhammapada-reflection-what-we-think,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Low,false,,0,0.134,0.299,0.169,0.055,0.042,0.4,0.135,0,0,0.317,0,0,0,true,false,false,false
mindfulness-vs-meditation,dhammapada-reflection-trained-mind,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Low,false,,0.033,0.189,0.422,0.199,0.151,0.041,0.4,0.166,0,0,0.521,0,0,0,true,false,false,false
mindfulness-vs-meditation,eightfold-path-explained,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/eightfold-path-explained/,Low,false,,0.144,0.181,0.391,0.193,0.078,0.07,0.4,0.262,0,0,0.46,0.002,0,0,true,false,false,false
mindfulness-vs-meditation,how-to-let-go-of-attachment-in-buddhism,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Low,false,,0.184,0.129,0.278,0.148,0.123,0.054,0.4,0.04,0,0,0.377,0.002,0,0,true,false,false,false
mindfulness-vs-meditation,right-speech-buddhism,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/right-speech-buddhism/,Low,false,,0.053,0.132,0.287,0.173,0.115,0.049,0.4,0.025,0,0,0.395,0.003,0,0,true,false,false,false
mindfulness-vs-meditation,buddhist-wisdom-for-overthinking,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Low,false,,0.133,0.18,0.378,0.199,0.165,0.043,0.4,0.174,0,0,0.421,0.003,0,0,true,false,false,false
mindfulness-vs-meditation,impermanence-in-buddhism,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/impermanence-in-buddhism/,Low,false,,0.022,0.14,0.328,0.169,0.06,0.08,0.4,0.036,0,0,0.392,0.002,0,0,true,false,false,false
mindfulness-vs-meditation,what-is-karma-in-buddhism,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,Low,false,,0.153,0.124,0.295,0.175,0.033,0.047,0.4,0.043,0,0,0.367,0.001,0,0,true,false,false,false
mindfulness-vs-meditation,four-noble-truths-explained,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/four-noble-truths-explained/,Low,false,,0.057,0.137,0.298,0.195,0.086,0.05,0.4,0.058,0,0,0.329,0,0,0,true,false,false,false
mindfulness-vs-meditation,mindfulness-vs-meditation,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-vs-meditation/,Self,true,Beginner Meditation and Mindfulness,1,1,1,1,1,1,1,1,1,1,1,1,67,0,true,true,false,false
mindfulness-vs-meditation,buddhist-teachings-on-forgiveness,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Low,false,,0,0.139,0.3,0.171,0.091,0.111,0.4,0.018,0,0,0.36,0.002,0,0,true,false,false,false
mindfulness-vs-meditation,metta-meditation-script,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/metta-meditation-script/,Low,false,,0.432,0.2,0.413,0.214,0.209,0.049,0.4,0.185,0,0,0.496,0.003,0,0,true,false,false,false
mindfulness-vs-meditation,buddhism-for-beginners-simple-guide,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Low,false,,0.3,0.219,0.484,0.215,0.121,0.089,0.4,0.276,0,0,0.54,0,0,0,true,false,false,false
mindfulness-vs-meditation,how-to-meditate-for-anxiety,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Low,true,Beginner Meditation and Mindfulness,0.249,0.225,0.546,0.237,0.056,0.052,0.4,0.247,0,0,0.56,0,0,0,true,false,false,false
mindfulness-vs-meditation,loving-kindness-meditation-beginners,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Low,false,,0.513,0.181,0.355,0.174,0.251,0.05,0.4,0.158,0,0,0.411,0,0,0,true,false,false,false
mindfulness-vs-meditation,eightfold-path-explained-daily-life,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Low,false,,0.221,0.196,0.413,0.171,0.102,0.043,0.4,0.416,0,0,0.4,0,0,0,true,false,false,false
mindfulness-vs-meditation,mindfulness-morning-routine,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-morning-routine/,Low,true,Beginner Meditation and Mindfulness,0.284,0.203,0.495,0.192,0.088,0.045,0.4,0.204,0,0,0.517,0,0,0,true,false,false,false
mindfulness-vs-meditation,buddhist-teachings-on-impermanence,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Low,false,,0.052,0.146,0.33,0.218,0.026,0.106,0.4,0.028,0,0,0.358,0,0,0,true,false,false,false
mindfulness-vs-meditation,walking-meditation-step-by-step,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/walking-meditation-step-by-step/,Low,true,Beginner Meditation and Mindfulness,0.414,0.232,0.462,0.204,0.255,0.062,0.4,0.333,0,0,0.548,0,0,0,true,false,false,false
mindfulness-vs-meditation,buddhist-approach-to-anger,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/buddhist-approach-to-anger/,Low,false,,0.083,0.141,0.303,0.179,0.096,0.04,0.4,0.121,0,0,0.284,0,0,0,false,false,false,false
mindfulness-vs-meditation,mindfulness-for-better-sleep,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,Low,true,Beginner Meditation and Mindfulness,0.449,0.211,0.445,0.198,0.151,0.039,0.4,0.363,0,0,0.416,0.001,0,0,true,false,false,false
mindfulness-vs-meditation,how-to-practice-non-attachment,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/how-to-practice-non-attachment/,Low,false,,0.157,0.134,0.301,0.156,0.117,0.043,0.4,0.039,0,0,0.344,0,0,0,true,false,false,false
mindfulness-vs-meditation,beginning-a-daily-mindfulness-practice,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Medium,true,Beginner Meditation and Mindfulness,0.689,0.256,0.589,0.219,0.199,0.07,0.4,0.251,0,0,0.593,0.001,0,0,true,false,false,false
mindfulness-vs-meditation,compassion-as-a-daily-discipline,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Low,false,,0.122,0.135,0.301,0.167,0.069,0.106,0.4,0.025,0,0,0.386,0,0,0,true,false,false,false
mindfulness-vs-meditation,letting-go-without-giving-up,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/letting-go-without-giving-up/,Low,false,,0.073,0.119,0.301,0.165,0.014,0.034,0.4,0.034,0,0,0.356,0,0,0,true,false,false,false
mindfulness-vs-meditation,three-ways-to-practice-patience,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Low,false,,0.16,0.158,0.377,0.197,0.083,0.036,0.4,0.06,0,0,0.461,0,0,0,true,false,false,false
mindfulness-vs-meditation,mindful-listening-in-everyday-life,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Low,false,,0.228,0.156,0.369,0.181,0.096,0.042,0.4,0.07,0,0,0.432,0.001,0,0,true,false,false,false
mindfulness-vs-meditation,creating-a-peaceful-corner-at-home,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Low,false,,0.353,0.193,0.418,0.153,0.184,0.051,0.4,0.249,0,0,0.431,0.001,0,0,true,false,false,false
buddhist-teachings-on-forgiveness,what-is-buddhism-beginner-guide,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Low,false,,0.165,0.154,0.33,0.176,0.158,0.036,0.4,0.088,0,0.079,0.32,0,0,0,true,false,false,false
buddhist-teachings-on-forgiveness,four-noble-truths-explained-simply,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,Low,false,,0.196,0.132,0.297,0.179,0.078,0.044,0.4,0.048,0,0,0.276,0,0,0,false,false,false,false
buddhist-teachings-on-forgiveness,noble-eightfold-path-practical-guide,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Low,false,,0.089,0.109,0.225,0.158,0.098,0.031,0.4,0.047,0,0.094,0.236,0,0,0,false,false,false,false
