URL,Topic cluster,This page does not own,Broad owner URL,Drift prevention rule
https://echobuddha.com/quotes/renewal/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/quotes/wisdom/wise-silence/,Quotes,This page does not own the broad Quotes explanation; that belongs to /quotes/.,https://echobuddha.com/quotes/,Do not expand into a second broad pillar.
https://echobuddha.com/start-here/,Newcomer Orientation,"This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",https://echobuddha.com/start-here/,Do not absorb narrow support roles.
https://echobuddha.com/terms-of-use/,Trust / Policy,This page does not own the broad Trust / Policy explanation; that belongs to /about/.,https://echobuddha.com/about/,Do not expand into a second broad pillar.
https://echobuddha.com/tools/,Utility,"This page does not own narrower source, practice, scenario, quote, or recurring-user intents that have dedicated pages.",https://echobuddha.com/tools/,Do not absorb narrow support roles.
