URL,Topic cluster,Ownership decision,Why current role is problematic,Possible Phase 3 action,Primary owner,Indexability consequence not yet approved,Human review required,Evidence
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Brahmaviharas,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 367 words; 9 content headings; authored route; nearest /learn/buddhism-101/threefold-training-sila-samadhi-panna/ combined overlap 37.9%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The lesson owns the four-quality overview while compassion, metta, and equanimity pages own individual topics."
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,Beginner Buddhism,KEEP AS PRACTICAL_APPLICATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within PRACTICAL_APPLICATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-for-beginners/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 343 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-buddhism/ combined overlap 44.4%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.
https://echobuddha.com/learn/buddhism-101/,Buddhist Foundations,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/buddhism-101/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 612 words; 3 content headings; authored route; nearest /learn/buddhist-dictionary/ combined overlap 17.3%; external source links 2; role review: HUB; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,Buddhist Foundations,KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within BEGINNER_FOUNDATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 384 words; 9 content headings; authored route; nearest /learn/buddhism-101/threefold-training-sila-samadhi-panna/ combined overlap 38.5%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Right Livelihood,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1088 words; 19 content headings; authored route; nearest /learn/buddhism-101/five-precepts-buddhism/ combined overlap 33.8%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The lesson owns the path-factor meaning; the article owns modern-work application.
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Four Noble Truths,KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SUPPORTING_EXPLANATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/four-noble-truths/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 368 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 45.9%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Noble Eightfold Path,KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SUPPORTING_EXPLANATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/eightfold-path/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 392 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-three-jewels-explained/ combined overlap 46.5%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice."
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Sangha,KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SUPPORTING_EXPLANATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 366 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-noble-eightfold-path-explained/ combined overlap 46.5%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,Buddhist Foundations,KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SUPPORTING_EXPLANATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 945 words; 18 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 35.4%; external source links 2; role review: SUPPORTING_EXPLANATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Noble Eightfold Path,KEEP AS SUPPORTING_EXPLANATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SUPPORTING_EXPLANATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/eightfold-path/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 403 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/sutta/ combined overlap 39.6%; external source links 2; role review: SUPPORTING_EXPLANATION; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice."
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,Beginner Buddhism,KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within BEGINNER_FOUNDATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-for-beginners/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 393 words; 12 content headings; authored route; nearest /learn/buddhism-101/how-to-practice-buddhism-at-home/ combined overlap 44.4%; external source links 2; role review: BEGINNER_FOUNDATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Impermanence,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 352 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 49.1%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The lesson is the clearest broad beginner owner; anicca definitions and change applications remain subordinate.
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Karma,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 351 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karma/ combined overlap 46.0%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The lesson owns the broad Buddhist meaning; the article applies intention and consequence to daily choices.
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Mindfulness,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 351 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 48.0%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower."
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Buddhist Foundations,KEEP AS BEGINNER_FOUNDATION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within BEGINNER_FOUNDATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 442 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-three-jewels-explained/ combined overlap 43.2%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.
https://echobuddha.com/learn/buddhism-for-beginners/,Beginner Buddhism,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/buddhism-for-beginners/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 404 words; 4 content headings; authored route; nearest /articles/first-week-buddhist-practice/ combined overlap 17.7%; external source links 0; role review: PRIMARY_PILLAR; owner selection: The strongest structured entry into basic Buddhist teaching and practice.
https://echobuddha.com/learn/buddhist-dictionary/anatta/,Buddhist Dictionary,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhist-dictionary/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 293 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 54.8%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.
https://echobuddha.com/learn/buddhist-dictionary/anicca/,Impermanence,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 275 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/dukkha/ combined overlap 55.2%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson is the clearest broad beginner owner; anicca definitions and change applications remain subordinate.
https://echobuddha.com/learn/buddhist-dictionary/compassion/,Compassion,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 260 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs."
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Dhamma / Dharma,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 573 words; 14 content headings; authored route; nearest /learn/buddhist-dictionary/sangha/ combined overlap 40.2%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The dictionary page owns meaning and linguistic context; the article owns the comparison question.
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Four Noble Truths,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/four-noble-truths/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 284 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 55.2%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.
https://echobuddha.com/learn/buddhist-dictionary/,Buddhist Dictionary,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/buddhist-dictionary/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 326 words; 2 content headings; authored route; nearest /learn/buddhism-101/ combined overlap 17.3%; external source links 2; role review: HUB; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.
https://echobuddha.com/learn/buddhist-dictionary/karma/,Karma,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 277 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 55.4%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns the broad Buddhist meaning; the article applies intention and consequence to daily choices.
https://echobuddha.com/learn/buddhist-dictionary/karuna/,Compassion,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 309 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/compassion/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs."
https://echobuddha.com/learn/buddhist-dictionary/metta/,Loving-Kindness / Metta,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,IMPROVE,https://echobuddha.com/learn/buddhist-dictionary/metta/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 315 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 59.7%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The term page should own metta meaning while meditation pages own practices and scripts.
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Mindfulness,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 244 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/sati/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower."
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Buddhist Dictionary,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhist-dictionary/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 272 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 54.5%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,Sutta Study,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,Yes,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 368 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/sutta/ combined overlap 61.0%; external source links 4; role review: DICTIONARY_DEFINITION; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.
https://echobuddha.com/learn/buddhist-dictionary/sangha/,Sangha,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 357 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 56.3%; external source links 2; role review: DICTIONARY_DEFINITION; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.
https://echobuddha.com/learn/buddhist-dictionary/sati/,Mindfulness,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 257 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower."
https://echobuddha.com/learn/buddhist-dictionary/sutta/,Sutta Study,KEEP AS DICTIONARY_DEFINITION SUBJECT TO REQUIRED DIFFERENTIATION,Stay within DICTIONARY_DEFINITION; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,Yes,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 323 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/pali-canon/ combined overlap 61.0%; external source links 2; role review: DICTIONARY_DEFINITION; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.
https://echobuddha.com/learn/buddhist-resources/,Learn Navigation,KEEP AS HUB SUBJECT TO REQUIRED DIFFERENTIATION,Stay within HUB; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 465 words; 9 content headings; authored route; nearest /learn/dhammapada-reflections/ combined overlap 13.4%; external source links 12; role review: HUB; owner selection: The Learn hub owns structured learning navigation across doctrine, dictionary, Dhammapada, and sutta paths."
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Dhammapada,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,Yes,Yes,"Phase 1: Built 2026-08-11T02:17:46.273Z; 334 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/ combined overlap 51.2%; external source links 1; role review: SOURCE_STUDY; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection."
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Dhammapada,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,Yes,Yes,"Phase 1: Built 2026-08-11T02:17:46.273Z; 290 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/ combined overlap 54.0%; external source links 1; role review: SOURCE_STUDY; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection."
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Dhammapada,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,Yes,Yes,"Phase 1: Built 2026-08-11T02:17:46.273Z; 276 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/better-than-a-thousand-empty-words/ combined overlap 54.0%; external source links 1; role review: SOURCE_STUDY; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection."
https://echobuddha.com/learn/dhammapada-reflections/,Dhammapada,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/dhammapada-reflections/,Yes,Yes,"Phase 1: Built 2026-08-11T02:17:46.273Z; 221 words; 3 content headings; authored route; nearest /learn/sutta-for-daily-life/ combined overlap 32.3%; external source links 2; role review: HUB; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection."
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Dhammapada,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,Yes,Yes,"Phase 1: Built 2026-08-11T02:17:46.273Z; 276 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/the-mind-leads-all-things/ combined overlap 51.4%; external source links 1; role review: SOURCE_STUDY; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection."
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,Dhammapada,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,Yes,Yes,"Phase 1: Built 2026-08-11T02:17:46.273Z; 288 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/peace-comes-from-a-trained-mind/ combined overlap 51.4%; external source links 1; role review: SOURCE_STUDY; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection."
https://echobuddha.com/learn/eightfold-path/,Noble Eightfold Path,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/eightfold-path/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 342 words; 9 content headings; authored route; nearest /learn/four-noble-truths/ combined overlap 26.3%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice."
https://echobuddha.com/learn/four-noble-truths/,Four Noble Truths,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/four-noble-truths/,Yes,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 259 words; 8 content headings; authored route; nearest /learn/eightfold-path/ combined overlap 26.3%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.
https://echobuddha.com/learn/,Learn Navigation,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 593 words; 17 content headings; authored route; nearest /start-here/ combined overlap 22.8%; external source links 0; role review: HUB; owner selection: The Learn hub owns structured learning navigation across doctrine, dictionary, Dhammapada, and sutta paths."
https://echobuddha.com/learn/questions-about-buddhism/,Learn Navigation,KEEP AS HUB SUBJECT TO REQUIRED DIFFERENTIATION,Stay within HUB; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/,Yes,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 804 words; 1 content headings; authored route; nearest /learn/buddhism-for-beginners/ combined overlap 14.1%; external source links 0; role review: HUB; owner selection: The Learn hub owns structured learning navigation across doctrine, dictionary, Dhammapada, and sutta paths."
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Patience,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/articles/three-ways-to-practice-patience/,Yes,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 259 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/right-speech-in-daily-life/ combined overlap 52.3%; external source links 1; role review: SOURCE_STUDY; owner selection: It is the broad practical owner; source study and recurring reflections remain narrow.
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,Four Noble Truths,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/four-noble-truths/,Yes,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 379 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/ combined overlap 54.7%; external source links 2; role review: SOURCE_STUDY; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.
https://echobuddha.com/learn/sutta-for-daily-life/,Sutta Study,PROTECTED PRIMARY OWNER,No owner conflict; protect broad role.,KEEP,https://echobuddha.com/learn/sutta-for-daily-life/,Yes,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 283 words; 3 content headings; authored route; nearest /learn/dhammapada-reflections/ combined overlap 32.3%; external source links 2; role review: HUB; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,Sutta Study,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,Yes,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 289 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 51.8%; external source links 1; role review: SOURCE_STUDY; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,Noble Eightfold Path,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/eightfold-path/,Yes,Yes,"Phase 1: Built 2026-08-11T02:17:46.273Z; 375 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/ combined overlap 54.7%; external source links 2; role review: SOURCE_STUDY; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice."
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Loving-Kindness / Metta,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,https://echobuddha.com/learn/buddhist-dictionary/metta/,Yes,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 296 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 50.4%; external source links 1; role review: SOURCE_STUDY; owner selection: The term page should own metta meaning while meditation pages own practices and scripts.
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,Breath / Mindfulness of Breathing,KEEP AS SOURCE_STUDY SUBJECT TO REQUIRED DIFFERENTIATION,Stay within SOURCE_STUDY; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Yes,Yes,Phase 1: Built 2026-08-11T02:17:46.273Z; 258 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 50.7%; external source links 1; role review: SOURCE_STUDY; owner selection: It owns the fuller breath-method explanation; practice and source pages keep distinct roles.
