route,family,subtype,h1,robots,inSitemap,inSearchIndex,schemaTypes,wordCount,sourceTier,finalStatus
/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Quotes content,quote-story,Original Renewal Reflection: The path welcomes your return...,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,697,TIER 3 - source-aware editorial review,baseline captured
/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Quotes content,quote-story,Original Renewal Reflection: You are allowed to learn...,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,700,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/,Quotes content,quote-category,Original Wisdom Quotes,"index, follow (implicit)",true,false,WebSite | Organization | CollectionPage | BreadcrumbList,521,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Quotes content,quote-story,Original Wisdom Reflection: A clear mind can hold...,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,756,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,Quotes content,quote-story,Original Wisdom Reflection: A useful truth is carried...,"noindex, follow",false,true,WebSite | Organization | Article | BreadcrumbList,744,TIER 3 - source-aware editorial review,review: absent from sitemap; noindex
/quotes/wisdom/contentment-with-what-is-here/,Quotes content,quote-story,Contentment Buddhist Quote: Peace With What Is Here,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,705,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/difficult-people-and-boundaries/,Quotes content,quote-story,Buddhist Quote About Difficult People: Boundaries Without Hatred,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,658,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/karma-begins-in-intention/,Quotes content,quote-story,Karma Buddhist Quote: Intention Shapes Action,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,681,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Quotes content,quote-story,Original Wisdom Reflection: Knowing when not to speak...,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,742,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,Quotes content,quote-story,Original Wisdom Reflection: Learn from discomfort without turning...,"noindex, follow",false,true,WebSite | Organization | Article | BreadcrumbList,714,TIER 3 - source-aware editorial review,review: absent from sitemap; noindex
/quotes/wisdom/right-speech-with-kindness/,Quotes content,quote-story,Right Speech Quote: Truth With Kindness and Timing,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,705,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,Quotes content,quote-story,Original Wisdom Reflection: See the conditions behind an...,"noindex, follow",false,true,WebSite | Organization | Article | BreadcrumbList,743,TIER 3 - source-aware editorial review,review: absent from sitemap; noindex
/quotes/wisdom/simplicity-clears-the-room/,Quotes content,quote-story,Simple Living Buddhist Quote: Needing Less to See Clearly,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,715,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,Quotes content,quote-story,Original Wisdom Reflection: The lesson repeats until attention...,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,710,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,Quotes content,quote-story,Original Wisdom Reflection: The wise heart changes course...,"noindex, follow",false,true,WebSite | Organization | Article | BreadcrumbList,708,TIER 3 - source-aware editorial review,review: absent from sitemap; noindex
/quotes/wisdom/understanding-suffering-honestly/,Quotes content,quote-story,Four Noble Truths Quote: Understanding Suffering Honestly,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,700,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Quotes content,quote-story,Original Wisdom Reflection: What feels urgent is not...,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,719,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,Quotes content,quote-story,Original Wisdom Reflection: Wisdom is less interested in...,"noindex, follow",false,true,WebSite | Organization | Article | BreadcrumbList,726,TIER 3 - source-aware editorial review,review: absent from sitemap; noindex
/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,Quotes content,quote-story,Original Wisdom Reflection: Wisdom is the art of...,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,731,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/wisdom-sees-clearly/,Quotes content,quote-story,Buddhist Wisdom Quote: Clear Seeing With Humility,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,684,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,Quotes content,quote-story,"Original Wisdom Reflection: Wisdom sees the whole fire,...","index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,742,TIER 3 - source-aware editorial review,baseline captured
/quotes/wisdom/wise-silence/,Quotes content,quote-story,Buddhist Quote About Silence: Wise Restraint,"index, follow (implicit)",true,true,WebSite | Organization | Article | BreadcrumbList,700,TIER 3 - source-aware editorial review,baseline captured
/search/,Supporting and technical public pages,search,Search Echo Buddha,"noindex, follow",false,false,WebSite | Organization,94,TIER 3 - source-aware editorial review,review: absent from sitemap; noindex
/start-here/,Homepage and high-level entry,start-here,Begin Your Buddhist Wisdom and Mindfulness Journey,"index, follow (implicit)",true,true,WebSite | Organization | CollectionPage | BreadcrumbList | FAQPage,413,TIER 3 - source-aware editorial review,baseline captured
/terms-of-use/,Trust and institutional content,terms-of-use,Terms of Use,"index, follow (implicit)",true,false,WebSite | Organization | WebPage,124,TIER 3 - source-aware editorial review,baseline captured
/tools/,Practice tools and interactive content,tools-hub,Buddhist Mindfulness Tools and Daily Practice Resources,"index, follow (implicit)",true,true,WebSite | Organization | CollectionPage | BreadcrumbList,335,TIER 3 - source-aware editorial review,baseline captured
