queue,URL,page_family,value_score,SEO_equity_level,rationale
G_TEMPLATE_RISK,https://echobuddha.com/quotes/meditation/meditation-is-returning/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/meditation/one-honest-breath/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,QUOTE_STORY,45,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,QUOTE_STORY,45,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,QUOTE_STORY,45,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,QUOTE_STORY,45,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
C_SEARCH_EQUITY_QUALITY_PROBLEM,https://echobuddha.com/quotes/mindfulness/,QUOTE_CATEGORY,52,HIGH,Search evidence requires surgical Phase 3 protection before quality action.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/mindfulness/,QUOTE_CATEGORY,52,HIGH,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/mindfulness/,QUOTE_CATEGORY,52,HIGH,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
C_SEARCH_EQUITY_QUALITY_PROBLEM,https://echobuddha.com/quotes/patience/,QUOTE_CATEGORY,52,HIGH,Search evidence requires surgical Phase 3 protection before quality action.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/patience/,QUOTE_CATEGORY,52,HIGH,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/patience/,QUOTE_CATEGORY,52,HIGH,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/patience/patience-softens-the-wait/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/patience/patience-softens-the-wait/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/patience/patience-softens-the-wait/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/patience/patience-softens-the-wait/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/practice/,QUOTE_CATEGORY,50,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/practice/,QUOTE_CATEGORY,50,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,QUOTE_STORY,50,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,QUOTE_STORY,50,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,QUOTE_STORY,50,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/renewal/,QUOTE_CATEGORY,49,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/renewal/,QUOTE_CATEGORY,49,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,QUOTE_STORY,50,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,QUOTE_STORY,50,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,QUOTE_STORY,50,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,QUOTE_STORY,47,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,QUOTE_STORY,47,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,QUOTE_STORY,47,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/wisdom/,QUOTE_CATEGORY,50,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/wisdom/,QUOTE_CATEGORY,50,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,QUOTE_STORY,44,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,QUOTE_STORY,44,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,QUOTE_STORY,44,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,QUOTE_STORY,44,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,QUOTE_STORY,43,LOW,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,QUOTE_STORY,43,LOW,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,QUOTE_STORY,43,LOW,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,QUOTE_STORY,43,LOW,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY,43,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY,43,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY,43,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,QUOTE_STORY,43,LIMITED,Repeated-template/boilerplate structural remediation input.
D_HIGH_INTERNAL_OVERLAP,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,40,LIMITED,Similarity and/or owner-support evidence requires Phase 4 consolidation analysis.
E_WEAK_INDEPENDENT_PURPOSE,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,40,LIMITED,Independent purpose raw score ≤2.
F_QUOTE_STORY_RISK,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,40,LIMITED,Dedicated quote ecosystem review.
G_TEMPLATE_RISK,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,40,LIMITED,Repeated-template/boilerplate structural remediation input.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/start-here/,LEARN_GUIDE,76,LOW,Strong value with limited Search evidence; do not prematurely remove.
H_TRUST_SOURCING_GAP,https://echobuddha.com/start-here/,LEARN_GUIDE,76,LOW,Editorial/source review required.
B_STRONG_CONTENT_WEAK_SEARCH,https://echobuddha.com/tools/,TOOL,76,LIMITED,Strong value with limited Search evidence; do not prematurely remove.
