cluster_id,url_a,url_b,page_family_a,page_family_b,topic_cluster,title_token_overlap,heading_overlap,primary_intent_a,primary_intent_b,review_flag
TI-0647,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,ARTICLE,BUDDHISM_101,Impermanence,0.3333,0.0789,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0648,https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,ARTICLE,QUOTE_STORY,Meditation,0.3333,0.0714,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0649,https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,ARTICLE,QUOTE_STORY,Compassion,0.3333,0.0571,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0650,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,ARTICLE,QUOTE_STORY,Mindfulness,0.3333,0.0488,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0651,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,BUDDHISM_101,QUOTE_STORY,Noble Eightfold Path,0.3333,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0652,https://echobuddha.com/articles/buddhist-gratitude-practice/,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,ARTICLE,QUOTE_STORY,Attachment and Letting Go,0.3333,0.027,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0653,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,ARTICLE,QUOTE_STORY,Mindfulness,0.3333,0.0238,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0654,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,ARTICLE,QUOTE_STORY,Attachment and Letting Go,0.3333,0.0233,educational explanation,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0655,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/meditation-guide/,ARTICLE,MEDITATION_GUIDE,Meditation,0.3333,0.0208,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0656,https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,ARTICLE,QUOTE_STORY,Impermanence,0.3333,0.02,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0657,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.3333,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0658,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,ARTICLE,MEDITATION_GUIDE,Meditation,0.3333,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0659,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/learn/dhammapada-reflections/,ARTICLE,LEARN_GUIDE,Dhamma / Dharma,0.3333,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0660,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/learn/dhammapada-reflections/,ARTICLE,LEARN_GUIDE,Dhamma / Dharma,0.3333,0,source study,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0661,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,ARTICLE,DICTIONARY_ENTRY,Dhamma / Dharma,0.3333,0,comparison,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0662,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://echobuddha.com/learn/dhammapada-reflections/,ARTICLE,LEARN_GUIDE,Dhamma / Dharma,0.3333,0,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0663,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/meditation/meditation-for-beginners/,ARTICLE,MEDITATION_GUIDE,Meditation,0.3333,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0664,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,ARTICLE,DICTIONARY_ENTRY,Impermanence,0.3333,0,comparison,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0665,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/learn/buddhist-dictionary/metta/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.3333,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0666,https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,ARTICLE,LEARN_GUIDE,Right Speech,0.3333,0,practical guide,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0667,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,ARTICLE,LEARN_GUIDE,Right Speech,0.3333,0,practical guide,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0668,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,ARTICLE,DICTIONARY_ENTRY,Mindfulness,0.3333,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0669,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,ARTICLE,LEARN_GUIDE,Mindfulness,0.3333,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0670,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,ARTICLE,MEDITATION_GUIDE,Mindfulness,0.3333,0,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0671,https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,ARTICLE,MEDITATION_GUIDE,Meditation,0.3333,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0672,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/learn/buddhism-for-beginners/,ARTICLE,LEARN_GUIDE,Beginner Buddhism,0.3333,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0673,https://echobuddha.com/learn/buddhist-dictionary/sati/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,DICTIONARY_ENTRY,MEDITATION_GUIDE,Mindfulness,0.3333,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0674,https://echobuddha.com/meditation/10-minute-meditation-practice/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,MEDITATION_GUIDE,QUOTE_STORY,Meditation,0.3333,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0675,https://echobuddha.com/meditation/5-minute-meditation-practice/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,MEDITATION_GUIDE,QUOTE_STORY,Meditation,0.3333,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0676,https://echobuddha.com/meditation/breathing-meditation/,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,MEDITATION_GUIDE,QUOTE_STORY,Meditation,0.3333,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0677,https://echobuddha.com/meditation/mindfulness-in-daily-life/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,MEDITATION_GUIDE,QUOTE_STORY,Mindfulness,0.3333,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0678,https://echobuddha.com/meditation/walking-meditation/,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,MEDITATION_GUIDE,QUOTE_STORY,Meditation,0.3333,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0679,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.3125,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0680,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.3125,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0681,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.3125,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0682,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.3077,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0683,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,BUDDHISM_101,DICTIONARY_ENTRY,Buddhist Concepts,0.3077,0.069,beginner explanation,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0684,https://echobuddha.com/articles/buddhist-gratitude-practice/,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,ARTICLE,QUOTE_STORY,Attachment and Letting Go,0.3077,0.027,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0685,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,ARTICLE,QUOTE_STORY,Impermanence,0.3077,0.0233,comparison,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0686,https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,ARTICLE,QUOTE_STORY,Compassion,0.3077,0.0217,script,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0687,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-morning-routine/,ARTICLE,ARTICLE,Mindfulness,0.3,0.4595,practical guide,beginner explanation,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0688,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,ARTICLE,ARTICLE,Impermanence,0.3,0.4474,practical guide,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0689,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,BUDDHISM_101,BUDDHISM_101,Beginner Buddhism,0.3,0.4444,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0690,https://echobuddha.com/meditation/meditation-posture-for-beginners/,https://echobuddha.com/meditation/when-meditation-feels-hard/,MEDITATION_GUIDE,MEDITATION_GUIDE,Meditation,0.3,0.4375,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0691,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-vs-meditation/,ARTICLE,ARTICLE,Mindfulness,0.3,0.3902,practical guide,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0692,https://echobuddha.com/articles/buddhist-gratitude-practice/,https://echobuddha.com/articles/how-to-practice-non-attachment/,ARTICLE,ARTICLE,Attachment and Letting Go,0.3,0.3333,practical guide,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0693,https://echobuddha.com/articles/buddhist-gratitude-practice/,https://echobuddha.com/articles/letting-go-without-giving-up/,ARTICLE,ARTICLE,Attachment and Letting Go,0.3,0.3243,practical guide,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0694,https://echobuddha.com/learn/buddhist-dictionary/sutta/,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,DICTIONARY_ENTRY,LEARN_GUIDE,Sutta Study,0.3,0.1053,glossary lookup,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0695,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,BUDDHISM_101,DICTIONARY_ENTRY,Buddhist Concepts,0.3,0.0909,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0696,https://echobuddha.com/learn/buddhist-dictionary/sati/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,DICTIONARY_ENTRY,LEARN_GUIDE,Mindfulness,0.3,0.0909,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0697,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,ARTICLE,BUDDHISM_101,Beginner Buddhism,0.3,0.0811,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0698,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,ARTICLE,BUDDHISM_101,Mindfulness,0.3,0.0811,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0699,https://echobuddha.com/learn/buddhist-dictionary/sutta/,https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,DICTIONARY_ENTRY,LEARN_GUIDE,Sutta Study,0.3,0.08,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0700,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,BUDDHISM_101,QUOTE_STORY,Mindfulness,0.3,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0701,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,BUDDHISM_101,QUOTE_STORY,Mindfulness,0.3,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0702,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,BUDDHISM_101,QUOTE_STORY,Mindfulness,0.3,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0703,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,BUDDHISM_101,QUOTE_STORY,Mindfulness,0.3,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0704,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,DICTIONARY_ENTRY,QUOTE_STORY,Mindfulness,0.3,0.0357,glossary lookup,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0705,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,BUDDHISM_101,QUOTE_STORY,Impermanence,0.3,0.0333,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0706,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,ARTICLE,QUOTE_STORY,Meditation,0.3,0.0238,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0707,https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,ARTICLE,QUOTE_STORY,Meditation,0.3,0.0238,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0708,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/quotes/impermanence/meet-change-softly/,ARTICLE,QUOTE_STORY,Impermanence,0.3,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0709,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,ARTICLE,QUOTE_STORY,Mindfulness,0.3,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0710,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/meditation-guide/,ARTICLE,MEDITATION_GUIDE,Meditation,0.3,0.02,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0711,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,ARTICLE,LEARN_GUIDE,Mindfulness,0.3,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0712,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,ARTICLE,DICTIONARY_ENTRY,Impermanence,0.3,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0713,https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/learn/buddhist-dictionary/karuna/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.3,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0714,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/meditation/when-meditation-feels-hard/,ARTICLE,MEDITATION_GUIDE,Meditation,0.3,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0715,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,ARTICLE,MEDITATION_GUIDE,Meditation,0.3,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0716,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/learn/buddhist-dictionary/metta/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.3,0,script,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0717,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/learn/buddhist-dictionary/sati/,ARTICLE,DICTIONARY_ENTRY,Mindfulness,0.3,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0718,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,ARTICLE,DICTIONARY_ENTRY,Mindfulness,0.3,0,comparison,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0719,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,ARTICLE,LEARN_GUIDE,Mindfulness,0.3,0,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0720,https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/meditation/when-meditation-feels-hard/,ARTICLE,MEDITATION_GUIDE,Meditation,0.3,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0721,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/learn/sutta-for-daily-life/,DICTIONARY_ENTRY,LEARN_GUIDE,Sutta Study,0.3,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0722,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,LEARN_GUIDE,QUOTE_STORY,Mindfulness,0.3,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0723,https://echobuddha.com/meditation/10-minute-meditation-practice/,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,MEDITATION_GUIDE,QUOTE_STORY,Meditation,0.3,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0724,https://echobuddha.com/meditation/5-minute-meditation-practice/,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,MEDITATION_GUIDE,QUOTE_STORY,Meditation,0.3,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0725,https://echobuddha.com/meditation/meditation-for-beginners/,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,MEDITATION_GUIDE,QUOTE_STORY,Meditation,0.3,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0726,https://echobuddha.com/meditation/when-meditation-feels-hard/,https://echobuddha.com/meditation-guide/,MEDITATION_GUIDE,MEDITATION_GUIDE,Meditation,0.3,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0727,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,QUOTE_STORY,QUOTE_STORY,Compassion,0.2857,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0728,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,https://echobuddha.com/quotes/letting-go/soften-around-stress/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.2857,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0729,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.2857,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0730,https://echobuddha.com/quotes/letting-go/soften-around-stress/,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.2857,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0731,https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/right-speech-examples/,ARTICLE,ARTICLE,Right Speech,0.2857,0.5,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0732,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2857,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0733,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2857,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0734,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2857,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0735,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2857,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0736,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,https://echobuddha.com/quotes/renewal/evening-release-reflection/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.2857,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0737,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2857,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0738,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2857,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0739,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY,QUOTE_STORY,Compassion,0.2857,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0740,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2857,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0741,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2857,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0742,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2857,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0743,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,ARTICLE,QUOTE_STORY,Compassion,0.2857,0.05,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
