URL,CTA,practice block,reflection question,page-specific?,useful?,action
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,Original Meditation Reflection: A short sincere practice can... | Reflection Question,Original Meditation Reflection: A short sincere practice can...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,Use It in the Next Session | Reflection Question,Use It in the Next Session,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/meditation-is-returning/,Use It in the Next Session | Reflection Question,Use It in the Next Session,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/one-honest-breath/,Use It in the Next Session | Reflection Question,Use It in the Next Session,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,One Moment to Practice | Reflection Question,One Moment to Practice,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,One Moment to Practice | Reflection Question,One Moment to Practice,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,One Moment to Practice | Reflection Question,One Moment to Practice,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,One Moment to Practice | Reflection Question,One Moment to Practice,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,One Moment to Practice | Reflection Question,One Moment to Practice,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,One Moment to Practice | Reflection Question,One Moment to Practice,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,Original Practice Reflection: A peaceful life is built... | Reflection Question | Practice,Original Practice Reflection: A peaceful life is built...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,"Original Practice Reflection: Begin with what is possible,... | Reflection Question | Practice","Original Practice Reflection: Begin with what is possible,...",Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,Original Practice Reflection: Bring the teaching into the... | Reflection Question | Practice,Original Practice Reflection: Bring the teaching into the...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,Original Practice Reflection: Daily practice turns understanding from... | Reflection Question | Practice,Original Practice Reflection: Daily practice turns understanding from...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,Original Practice Reflection: Do not wait to feel... | Reflection Question | Practice,Original Practice Reflection: Do not wait to feel...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,Eightfold Path Quote: Daily Practice in Small Choices | The Next Honest Repetition | Reflection Question | Practice,Eightfold Path Quote: Daily Practice in Small Choices,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,The Next Honest Repetition | Reflection Question | Practice,Practice,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,Original Practice Reflection: Practice becomes real when it... | Reflection Question | Practice,Original Practice Reflection: Practice becomes real when it...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,The Next Honest Repetition | Reflection Question | Practice,Practice,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,Daily Buddhist Practice Quote: Small Actions Shape the Mind | The Next Honest Repetition | Reflection Question | Practice,Daily Buddhist Practice Quote: Small Actions Shape the Mind,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,Original Practice Reflection: The path is not far... | Reflection Question | Practice,Original Practice Reflection: The path is not far...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,Original Practice Reflection: The path is shaped by... | Reflection Question | Practice,Original Practice Reflection: The path is shaped by...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,Original Practice Reflection: The smallest wholesome action is... | Reflection Question | Practice,Original Practice Reflection: The smallest wholesome action is...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,Original Practice Reflection: Walk slowly enough to notice... | Reflection Question | Practice,Original Practice Reflection: Walk slowly enough to notice...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,Original Practice Reflection: Your next response is always... | Reflection Question | Practice,Original Practice Reflection: Your next response is always...,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,The Next Different Action | Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/evening-release-reflection/,The Next Different Action | Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,The Next Different Action | Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,The Next Different Action | Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
https://echobuddha.com/quotes/wisdom/wise-silence/,Reflection Question,NONE,Reflection Question,VALIDATED_BY_FAMILY_REVIEW,YES_OR_RETAINED_FAMILY_PATTERN,RETAIN
