cluster ID,affected family,affected URLs,repeated fragment,fragment type,exact/near match,prevalence,whether legitimate UI,whether substantive,Search-equity sensitivity,action
RP-044,QUOTE_STORY,https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/ | https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/ | https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/ | https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/ | https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/ | https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/ | https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/ | https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/ | https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/ | https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/ | https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/ | https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/ | https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/ | https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/ | https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/ | https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/ | https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/ | https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/ | https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/ | https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/ | https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/ | https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/ | https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,What would this quote look like if it became one honest choice rather than a thought?,PARAGRAPH,EXACT,23,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-045,QUOTE_STORY,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/ | https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/ | https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/ | https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/ | https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/ | https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/ | https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/ | https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,"Use it during one transition between work, home, rest, or practice.",PARAGRAPH,EXACT,8,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-046,QUOTE_STORY,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/ | https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/ | https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/ | https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,"Test the meaning during one transition between work, home, rest, or practice; let the quote shape one concrete response.",PARAGRAPH,EXACT,4,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-047,QUOTE_STORY,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/ | https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/ | https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/ | https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/ | https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/ | https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/ | https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/ | https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/ | https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/ | https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/ | https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/ | https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/ | https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/ | https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/ | https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/ | https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Where is the smallest believable place to practice this without forcing a dramatic change?,PARAGRAPH,EXACT,16,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-048,QUOTE_STORY,https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/ | https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/ | https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/ | https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/ | https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/ | https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/ | https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/ | https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,Use it during one routine task that usually disappears into hurry.,PARAGRAPH,EXACT,8,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-049,QUOTE_STORY,https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/ | https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/ | https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/ | https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Let the quote accompany one routine task that usually disappears into hurry; let the quote shape one concrete response.,PARAGRAPH,EXACT,4,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-050,QUOTE_STORY,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/ | https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/ | https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/ | https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,Use this quote during one place where the body signals stress before the mind has words for it; let the quote shape one concrete response.,PARAGRAPH,EXACT,4,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-051,QUOTE_STORY,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/ | https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/ | https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/ | https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/ | https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/ | https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/ | https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/ | https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,"Use it during one short meditation, walk, message, chore, or repair.",PARAGRAPH,EXACT,8,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-052,QUOTE_STORY,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/ | https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/ | https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/ | https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/ | https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,"Use this quote during one short meditation, walk, message, chore, or repair; let the quote shape one concrete response.",PARAGRAPH,EXACT,5,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-053,QUOTE_STORY,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/ | https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/ | https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/ | https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/ | https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,Bring the sentence into one routine task that usually disappears into hurry; let the quote shape one concrete response.,PARAGRAPH,EXACT,5,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-054,QUOTE_STORY,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/ | https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/ | https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/ | https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/ | https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/ | https://echobuddha.com/quotes/compassion/gentle-self-compassion/ | https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/ | https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/ | https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/ | https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/ | https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/ | https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/ | https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/ | https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/ | https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/ | https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,"This reflection connects with Compassion , a practical way to bring Buddhist wisdom into ordinary life.",PARAGRAPH,EXACT,16,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-055,QUOTE_STORY,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/ | https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,Use it when care needs to stay warm and boundaried in one routine task that usually disappears into hurry.,PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-056,QUOTE_STORY,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/ | https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/ | https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/ | https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/ | https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/ | https://echobuddha.com/quotes/compassion/gentle-self-compassion/ | https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/ | https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/ | https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/ | https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/ | https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/ | https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/ | https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/ | https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/ | https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/ | https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,"These compassion quotes reflect on kindness as a daily practice, including patient listening, wise boundaries, and care for ourselves and others.",PARAGRAPH,EXACT,16,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-057,QUOTE_STORY,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/ | https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,Use it when care needs to stay warm and boundaried in one decision where kindness needs both warmth and clarity.,PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-058,QUOTE_STORY,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/ | https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,Let the quote accompany one decision where kindness needs both warmth and clarity; let the quote shape one concrete response.,PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-059,QUOTE_STORY,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/ | https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,"Use it when care needs to stay warm and boundaried in one short meditation, walk, message, chore, or repair.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-060,QUOTE_STORY,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/ | https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,"Use it when care needs to stay warm and boundaried in one moment of waiting, uncertainty, or unfinished business.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-061,QUOTE_STORY,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/ | https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/ | https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,"Bring the sentence into one moment of waiting, uncertainty, or unfinished business; let the quote shape one concrete response.",PARAGRAPH,EXACT,3,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-062,QUOTE_STORY,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/ | https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,"Use it when care needs to stay warm and boundaried in one transition between work, home, rest, or practice.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-063,QUOTE_STORY,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/ | https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/ | https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/ | https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,Try this line before one decision where kindness needs both warmth and clarity; let the quote shape one concrete response.,PARAGRAPH,EXACT,4,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-064,QUOTE_STORY,https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/ | https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/ | https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/ | https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/ | https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,"Bring the sentence into one transition between work, home, rest, or practice; let the quote shape one concrete response.",PARAGRAPH,EXACT,5,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-065,QUOTE_STORY,https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/ | https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/ | https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/ | https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/ | https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/ | https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/ | https://echobuddha.com/quotes/impermanence/meet-change-softly/ | https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/ | https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/ | https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/ | https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/ | https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,"This reflection connects with Impermanence , a practical way to bring Buddhist wisdom into ordinary life.",PARAGRAPH,EXACT,12,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-066,QUOTE_STORY,https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/ | https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Use it when change is visible in one place where the body signals stress before the mind has words for it.,PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-067,QUOTE_STORY,https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/ | https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/ | https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/ | https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/ | https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/ | https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/ | https://echobuddha.com/quotes/impermanence/meet-change-softly/ | https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/ | https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/ | https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/ | https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/ | https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,"These impermanence quotes explore how accepting change can deepen gratitude, soften resistance, and leave room for healing.",PARAGRAPH,EXACT,12,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-068,QUOTE_STORY,https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/ | https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/ | https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,Try this line before one conversation where the first reply is not the wisest reply; let the quote shape one concrete response.,PARAGRAPH,EXACT,3,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-069,QUOTE_STORY,https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/ | https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,Use it when change is visible in one decision where kindness needs both warmth and clarity.,PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-070,QUOTE_STORY,https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/ | https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/ | https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/ | https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/ | https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,Test the meaning during one decision where kindness needs both warmth and clarity; let the quote shape one concrete response.,PARAGRAPH,EXACT,5,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-071,QUOTE_STORY,https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/ | https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,"Try this line before one moment of waiting, uncertainty, or unfinished business; let the quote shape one concrete response.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-072,QUOTE_STORY,https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/ | https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,Use it when change is visible in one routine task that usually disappears into hurry.,PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-073,QUOTE_STORY,https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/ | https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/ | https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/ | https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Try this line before one routine task that usually disappears into hurry; let the quote shape one concrete response.,PARAGRAPH,EXACT,4,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-074,QUOTE_STORY,https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/ | https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,"Try this line before one short meditation, walk, message, chore, or repair; let the quote shape one concrete response.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-075,QUOTE_STORY,https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/ | https://echobuddha.com/quotes/letting-go/caring-without-clinging/ | https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/ | https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/ | https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/ | https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/ | https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/ | https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/ | https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/ | https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/ | https://echobuddha.com/quotes/letting-go/soften-around-stress/ | https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/ | https://echobuddha.com/quotes/letting-go/where-attachment-begins/ | https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/ | https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/ | https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,"This reflection connects with Non-Attachment , a practical way to bring Buddhist wisdom into ordinary life.",PARAGRAPH,EXACT,16,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-076,QUOTE_STORY,https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/ | https://echobuddha.com/quotes/letting-go/caring-without-clinging/ | https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/ | https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/ | https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/ | https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/ | https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/ | https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/ | https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/ | https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/ | https://echobuddha.com/quotes/letting-go/soften-around-stress/ | https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/ | https://echobuddha.com/quotes/letting-go/where-attachment-begins/ | https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/ | https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/ | https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,"These letting go quotes consider how to loosen control without giving up on care, responsibility, or wise action.",PARAGRAPH,EXACT,16,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-077,QUOTE_STORY,https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/ | https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,"Use it when effort is possible but control is not, especially in one decision where kindness needs both warmth and clarity.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-078,QUOTE_STORY,https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/ | https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,"Use it when effort is possible but control is not, especially in one moment of waiting, uncertainty, or unfinished business.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-079,QUOTE_STORY,https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/ | https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,"Use this quote during one moment of waiting, uncertainty, or unfinished business; let the quote shape one concrete response.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-080,QUOTE_STORY,https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/ | https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,"Use it when effort is possible but control is not, especially in one short meditation, walk, message, chore, or repair.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
RP-081,QUOTE_STORY,https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/ | https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,"Use it when effort is possible but control is not, especially in one transition between work, home, rest, or practice.",PARAGRAPH,EXACT,2,NO,YES,LOW,RETAIN_EXCEPTION_OR_REMOVE_GENERIC_FILLER
