quote_id,quote,origin type,displayed attribution,source reference,verification state,risk,required correction,final state
quote_50918d447b54b844,Each conscious breath is a small vote for beginning again.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_92bb1217fcea5c95,"At day’s end, release what is finished and bless what was learned.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_73636d73311b8c39,Hope can be gentle and still know how to keep walking.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_31bbd899c059e06e,Hope can be quiet and still keep walking.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_f250b18cda8b4083,Morning is not the only time a life can begin again.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_ce6c8710f3da53f9,"Let the morning begin with one calm intention, not every old worry.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_f82e3fc0830b7d2a,"Repair what you can, forgive what you cannot redo, and continue with care.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_0b1215e7ae4908db,The path welcomes your return more often than pride allows.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_ab6e80d1907fd1b2,You are allowed to learn slowly and still be changing.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_c88a78c843233419,A clear mind can hold two truths without rushing to make one disappear.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_8aedb1c9d342462a,"A useful truth is carried with humility, not used as a weapon.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_e2c1761047abaff5,Contentment is the quiet friendship with what is already here.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_d262cdca3242171c,Difficult people can teach boundaries without teaching hatred.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_0b5047dfd122ca8f,Karma begins in intention before it ripens into action.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_2aadc4e384d24b9d,Knowing when not to speak is also a form of honest speech.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_42c3c739ae3f28cd,Learn from discomfort without turning suffering into an identity.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_a3eb3efd4b15ec12,"Right speech lets truth travel with kindness, usefulness, and timing.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_96a0061e41f39fb5,"See the conditions behind an action, and blame may soften into understanding.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_4fe88ff26ae1685c,Simplicity clears the room so the heart can hear what matters.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_77f17a3b974448c4,The lesson repeats until attention replaces habit.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_23ea0302fc925160,The wise heart changes course when clearer seeing arrives.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_7bcc5d3aa913de4d,Understanding suffering begins when we stop pretending it is not here.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_d3e4f4b922c49d1a,What feels urgent is not always what matters most.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_4a1d49253ca21cc8,Wisdom is less interested in winning than in ending needless harm.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_ad5a890ac5878887,Wisdom is the art of meeting life without adding unnecessary suffering.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,TARGETED_PHRASE_SEARCH_NO_EXTERNAL_EXACT_MATCH_OBSERVED_NOT_PROOF_OF_ORIGINALITY,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_4bdfecaf9344d025,Wisdom sees clearly before it tries to stand above anyone.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_3f95027caacd4571,"Wisdom sees the whole fire, not only the spark that caused it.",ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
quote_cdfd0ace15ad2dfe,Wise silence is the space where unhelpful words lose their strength.,ECHOBUDDHA_ORIGINAL,Original Echo Buddha quote / Echo Buddha Editorial,Echo Buddha repository editorial record,INTERNAL_CORPUS_CLASSIFICATION_EXTERNAL_ORIGINALITY_NOT_VERIFIABLE,LOW_WITH_STATED_LIMITATION,NONE,ORIGINAL_LABEL_VISIBLE; NOT_BUDDHA_OR_SCRIPTURE_ATTRIBUTION
