URL,Phase 4 quality baseline,Unique value preserved?,Intent differentiation preserved?,Completeness preserved?,Original insight preserved?,Source integrity preserved?,Editorial trust preserved?,Internal journey preserved?,UX preserved?,AdSense suitability preserved?,Any regression?,Evidence,Final status
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,51/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,51/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,51/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,51/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,46/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,NOT_SCORED / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,56/100 PHASE1_SCREENING_HEURISTIC / NOT_SELECTED_FOR_PHASE4_PRIORITY_QUEUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Replaced the site-wide story/application/practice heading shell with theme-led reflection movements; consolidated the context callout; removed the redundant generic closing. Body facts, examples, practices, links, and protected notes were retained.",PASS
