"Query","Topic cluster","Intent","Clicks","Impressions","CTR","Position","Likely serving URL if known","Primary owner","Owner alignment","Potential mismatch","Confidence","Privacy limitation","Action"
"buddha quotes on compassion","Compassion","teaching / quote","0","1","0%","52","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism delusion","Other visible queries","mixed / insufficient","0","1","0%","52","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist communication","Other visible queries","mixed / insufficient","0","1","0%","53","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist dhamma","Dhamma","definition","0","1","0%","53","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist quotes on compassion","Compassion","teaching / quote","0","1","0%","54","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"dhamma buddha","Dhamma","definition","0","1","0%","55","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"if you are patient in one moment of anger","Other visible queries","mixed / insufficient","0","1","0%","55","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism compassion quotes","Compassion","teaching / quote","0","1","0%","56","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"how to get started with buddhism","Other visible queries","mixed / insufficient","0","1","0%","57","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"sutta","Sutta","source / dictionary","0","1","0%","57","https://echobuddha.com/learn/sutta-for-daily-life/ (inference; query x page not supplied)","https://echobuddha.com/learn/sutta-for-daily-life/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"compassion in buddhism","Compassion","teaching / quote","0","1","0%","59","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/ (inference; query x page not supplied)","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is dhamma in buddhism","Dhamma","definition","0","1","0%","59","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist 5 rules","Other visible queries","mixed / insufficient","0","1","0%","60","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"how to get started in buddhism","Other visible queries","mixed / insufficient","0","1","0%","62","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"awareness buddhism","Other visible queries","mixed / insufficient","0","1","0%","63","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"dhamma means","Dhamma","definition","0","1","0%","63","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"meaning of dhamma","Dhamma","definition","0","1","0%","63","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"how to pronounce dhamma","Dhamma","definition","0","1","0%","64","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"dhamma meaning buddhism","Dhamma","definition","0","1","0%","65","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"right speech buddha","Right Speech","teaching / practical application","0","1","0%","65","https://echobuddha.com/articles/right-speech-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/articles/right-speech-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"meaning of sangha","Sangha","definition / foundation","0","1","0%","66","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"metta buddhist","Metta","definition / practice","0","1","0%","67","https://echobuddha.com/learn/buddhist-dictionary/metta/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/metta/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"5 precepts of buddhism explained","Five Precepts","foundation / ethics","0","1","0%","69","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"canon buddhism","Other visible queries","mixed / insufficient","0","1","0%","70","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"eightfold path steps","Eightfold Path","foundation / source study","0","1","0%","70","https://echobuddha.com/learn/eightfold-path/ (inference; query x page not supplied)","https://echobuddha.com/learn/eightfold-path/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"equanimity definition buddhism","Other visible queries","mixed / insufficient","0","1","0%","70","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"brahmavihara","Brahmaviharas","foundation","0","1","0%","71","https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"define sangha","Sangha","definition / foundation","0","1","0%","71","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist 4 elements of right speech","Right Speech","teaching / practical application","0","1","0%","72","https://echobuddha.com/articles/right-speech-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/articles/right-speech-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the three poisons of buddhism","Three Poisons","foundation / explanation","0","1","0%","72","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what are the buddhist guidelines for living a good life","Other visible queries","mixed / insufficient","0","1","0%","72","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"5 rules buddhism","Other visible queries","mixed / insufficient","0","1","0%","73","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddha three poisons","Three Poisons","foundation / explanation","0","1","0%","73","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"metta buddhism","Metta","definition / practice","0","1","0%","73","https://echobuddha.com/learn/buddhist-dictionary/metta/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/metta/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"art wisdom standing","Other visible queries","mixed / insufficient","0","1","0%","74","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist three poisons","Three Poisons","foundation / explanation","0","1","0%","74","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"metta in buddhism","Metta","definition / practice","0","1","0%","74","https://echobuddha.com/learn/buddhist-dictionary/metta/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/metta/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is shanga","Other visible queries","mixed / insufficient","0","1","0%","74","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"pāli canon","Other visible queries","mixed / insufficient","0","1","0%","75","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"dhamma meaning in english","Dhamma","definition","0","1","0%","76","https://echobuddha.com/learn/buddhist-dictionary/dhamma/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what are the 5 buddhist precepts","Other visible queries","mixed / insufficient","0","1","0%","76","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what do you do at a buddhist temple","Other visible queries","mixed / insufficient","0","1","0%","76","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what are the 5 precepts of buddhism","Five Precepts","foundation / ethics","0","1","0%","77","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism 5 rules","Other visible queries","mixed / insufficient","0","1","0%","78","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism five precepts","Five Precepts","foundation / ethics","0","1","0%","78","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the sangha in buddhism","Sangha","definition / foundation","0","1","0%","78","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what are the five precepts of buddhism","Five Precepts","foundation / ethics","0","1","0%","78","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhist five precepts","Five Precepts","foundation / ethics","0","1","0%","79","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the 5 buddhist precepts","Other visible queries","mixed / insufficient","0","1","0%","79","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"5 buddhist precepts","Other visible queries","mixed / insufficient","0","1","0%","80","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism 5 moral precepts","Other visible queries","mixed / insufficient","0","1","0%","81","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"buddhism 5 precepts","Five Precepts","foundation / ethics","0","1","0%","81","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what are the five precepts","Five Precepts","foundation / ethics","0","1","0%","81","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"sangha buddhism definition","Sangha","definition / foundation","0","1","0%","83","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the five moral precepts","Other visible queries","mixed / insufficient","0","1","0%","84","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"five moral precepts","Other visible queries","mixed / insufficient","0","1","0%","85","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"five precepts of buddhism","Five Precepts","foundation / ethics","0","1","0%","85","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"5 precept","Other visible queries","mixed / insufficient","0","1","0%","86","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"5 preceptos","Other visible queries","mixed / insufficient","0","1","0%","86","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"five precepts of buddha","Five Precepts","foundation / ethics","0","1","0%","86","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"5th precept","Other visible queries","mixed / insufficient","0","1","0%","87","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"three poisons and their antidotes","Three Poisons","foundation / explanation","0","1","0%","87","https://echobuddha.com/articles/three-poisons-buddhism-explained/ (inference; query x page not supplied)","https://echobuddha.com/articles/three-poisons-buddhism-explained/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"meaning of metta","Metta","definition / practice","0","1","0%","88","https://echobuddha.com/learn/buddhist-dictionary/metta/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/metta/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"5 moral precepts","Other visible queries","mixed / insufficient","0","1","0%","89","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"5 precepts","Five Precepts","foundation / ethics","0","1","0%","89","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"precepts buddhism","Other visible queries","mixed / insufficient","0","1","0%","89","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"the 5 moral precepts","Other visible queries","mixed / insufficient","0","1","0%","89","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"moral precept","Other visible queries","mixed / insufficient","0","1","0%","90","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"three poison","Other visible queries","mixed / insufficient","0","1","0%","90","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"metta meaning","Metta","definition / practice","0","1","0%","91","https://echobuddha.com/learn/buddhist-dictionary/metta/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/metta/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"definition of equanimity in buddhism","Other visible queries","mixed / insufficient","0","1","0%","92","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"definition sangha","Sangha","definition / foundation","0","1","0%","92","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"sangha buddhist","Sangha","definition / foundation","0","1","0%","92","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"ethical precepts","Other visible queries","mixed / insufficient","0","1","0%","93","Not derivable (inference; query x page not supplied)","https://echobuddha.com/","Potentially healthy support-to-owner relationship","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"sangha buddha","Sangha","definition / foundation","0","1","0%","93","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"what is buddhist sangha","Sangha","definition / foundation","0","1","0%","94","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"sangha mean","Sangha","definition / foundation","0","1","0%","95","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"with metta meaning","Metta","definition / practice","0","1","0%","96","https://echobuddha.com/learn/buddhist-dictionary/metta/ (inference; query x page not supplied)","https://echobuddha.com/learn/buddhist-dictionary/metta/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"sangha define","Sangha","definition / foundation","0","1","0%","99","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
"sanghas","Sangha","definition / foundation","0","1","0%","99","https://echobuddha.com/articles/what-is-sangha-buddhist-community/ (inference; query x page not supplied)","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","Direct","Not proven","Low","Yes - anonymized/truncated queries","PROTECT / OBSERVE; no new query-variant page"
