Route,URL,Page family,Historical route present?,Current route present?,Route drift,Current title,Current H1,Evidence
/404.html,https://echobuddha.com/404.html,error utility,Yes,Yes,NONE,Page Not Found | Echo Buddha,Page Not Found,Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,quotes,Yes,Yes,NONE,"Original Impermanence Reflection: Everything changes, including the part... | Echo Buddha","Original Impermanence Reflection: Everything changes, including the part...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,quotes,Yes,Yes,NONE,"Original Impermanence Reflection: Hold each day carefully, knowing... | Echo Buddha","Original Impermanence Reflection: Hold each day carefully, knowing...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/,https://echobuddha.com/quotes/impermanence/,quotes,Yes,Yes,NONE,Original Impermanence Quotes Inspired by Buddhist Practice | Echo Buddha,Original Impermanence Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/meet-change-softly/,https://echobuddha.com/quotes/impermanence/meet-change-softly/,quotes,Yes,Yes,NONE,Buddhist Quote About Change: Meet Change Softly | Echo Buddha,Buddhist Quote About Change: Meet Change Softly,Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,quotes,Yes,Yes,NONE,Original Impermanence Reflection: No season is asked to... | Echo Buddha,Original Impermanence Reflection: No season is asked to...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,quotes,Yes,Yes,NONE,Original Impermanence Reflection: The fading flower does not... | Echo Buddha,Original Impermanence Reflection: The fading flower does not...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,quotes,Yes,Yes,NONE,Original Impermanence Reflection: The passing of joy teaches... | Echo Buddha,Original Impermanence Reflection: The passing of joy teaches...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,quotes,Yes,Yes,NONE,Original Impermanence Reflection: Today's certainty may become tomorrow's... | Echo Buddha,Original Impermanence Reflection: Today's certainty may become tomorrow's...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,quotes,Yes,Yes,NONE,Original Impermanence Reflection: What changes is not always... | Echo Buddha,Original Impermanence Reflection: What changes is not always...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/,https://echobuddha.com/quotes/,quotes,Yes,Yes,NONE,Original Buddhist-Inspired Quotes | Echo Buddha,Original Buddhist-Inspired Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,quotes,Yes,Yes,NONE,Original Letting Go Reflection: An open hand can care... | Echo Buddha,Original Letting Go Reflection: An open hand can care...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/caring-without-clinging/,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,quotes,Yes,Yes,NONE,Letting Go Buddhist Quote: Caring Without Clinging | Echo Buddha,Letting Go Buddhist Quote: Caring Without Clinging,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/forgiveness-without-approving-harm/,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,quotes,Yes,Yes,NONE,Buddhist Forgiveness Quote: Release Without Approving Harm | Echo Buddha,Buddhist Forgiveness Quote: Release Without Approving Harm,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,quotes,Yes,Yes,NONE,Original Letting Go Reflection: Freedom often sounds like the... | Echo Buddha,Original Letting Go Reflection: Freedom often sounds like the...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/,https://echobuddha.com/quotes/letting-go/,quotes,Yes,Yes,NONE,Original Letting Go Quotes Inspired by Buddhist Practice | Echo Buddha,Original Letting Go Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,quotes,Yes,Yes,NONE,Original Letting Go Reflection: Let the feeling pass through... | Echo Buddha,Original Letting Go Reflection: Let the feeling pass through...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,quotes,Yes,Yes,NONE,Original Letting Go Reflection: Letting go begins by admitting... | Echo Buddha,Original Letting Go Reflection: Letting go begins by admitting...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/open-hands-non-attachment/,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,quotes,Yes,Yes,NONE,Non Attachment Quote: Hold Life With Open Hands | Echo Buddha,Non Attachment Quote: Hold Life With Open Hands,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,quotes,Yes,Yes,NONE,Original Letting Go Reflection: Peace enters when control is... | Echo Buddha,Original Letting Go Reflection: Peace enters when control is...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,quotes,Yes,Yes,NONE,Original Letting Go Reflection: Release the need to replay... | Echo Buddha,Original Letting Go Reflection: Release the need to replay...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,quotes,Yes,Yes,NONE,"Original Letting Go Reflection: Release the outcome, but keep... | Echo Buddha","Original Letting Go Reflection: Release the outcome, but keep...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/soften-around-stress/,https://echobuddha.com/quotes/letting-go/soften-around-stress/,quotes,Yes,Yes,NONE,Buddhist Quote for Stress: Soften Around Pressure | Echo Buddha,Buddhist Quote for Stress: Soften Around Pressure,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,quotes,Yes,Yes,NONE,Original Letting Go Reflection: What leaves your life may... | Echo Buddha,Original Letting Go Reflection: What leaves your life may...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/where-attachment-begins/,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,quotes,Yes,Yes,NONE,Buddhist Attachment Quote: Noticing Where Clinging Begins | Echo Buddha,Buddhist Attachment Quote: Noticing Where Clinging Begins,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,quotes,Yes,Yes,NONE,Original Letting Go Reflection: You can honor the past... | Echo Buddha,Original Letting Go Reflection: You can honor the past...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,quotes,Yes,Yes,NONE,Original Letting Go Reflection: You do not betray a... | Echo Buddha,Original Letting Go Reflection: You do not betray a...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,quotes,Yes,Yes,NONE,Original Letting Go Reflection: You do not need to... | Echo Buddha,Original Letting Go Reflection: You do not need to...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,quotes,Yes,Yes,NONE,Original Meditation Reflection: A short sincere practice can... | Echo Buddha,Original Meditation Reflection: A short sincere practice can...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,quotes,Yes,Yes,NONE,Original Meditation Reflection: Do not search meditation for... | Echo Buddha,Original Meditation Reflection: Do not search meditation for...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,quotes,Yes,Yes,NONE,Original Meditation Reflection: Every return from distraction strengthens... | Echo Buddha,Original Meditation Reflection: Every return from distraction strengthens...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/few-quiet-minutes/,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,quotes,Yes,Yes,NONE,Beginner Meditation Wisdom: A Few Quiet Minutes | Echo Buddha,Beginner Meditation Wisdom: A Few Quiet Minutes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,quotes,Yes,Yes,NONE,"Original Meditation Reflection: Follow the breath lightly, as... | Echo Buddha","Original Meditation Reflection: Follow the breath lightly, as...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/,https://echobuddha.com/quotes/meditation/,quotes,Yes,Yes,NONE,Original Meditation Quotes Inspired by Buddhist Practice | Echo Buddha,Original Meditation Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,quotes,Yes,Yes,NONE,Original Meditation Reflection: Meditation is not leaving life;... | Echo Buddha,Original Meditation Reflection: Meditation is not leaving life;...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/meditation-is-returning/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,quotes,Yes,Yes,NONE,Meditation Quote for Beginners: Meditation Is Returning | Echo Buddha,Meditation Quote for Beginners: Meditation Is Returning,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/one-honest-breath/,https://echobuddha.com/quotes/meditation/one-honest-breath/,quotes,Yes,Yes,NONE,Mindful Breathing Quote: One Honest Breath | Echo Buddha,Mindful Breathing Quote: One Honest Breath,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,quotes,Yes,Yes,NONE,Original Meditation Reflection: Silence is not empty when... | Echo Buddha,Original Meditation Reflection: Silence is not empty when...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,quotes,Yes,Yes,NONE,Original Meditation Reflection: Sit with the day as... | Echo Buddha,Original Meditation Reflection: Sit with the day as...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,quotes,Yes,Yes,NONE,"Original Meditation Reflection: Sit without demanding silence, and... | Echo Buddha","Original Meditation Reflection: Sit without demanding silence, and...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,quotes,Yes,Yes,NONE,"Original Meditation Reflection: The bell fades, but careful... | Echo Buddha","Original Meditation Reflection: The bell fades, but careful...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,quotes,Yes,Yes,NONE,Original Meditation Reflection: The cushion is a place... | Echo Buddha,Original Meditation Reflection: The cushion is a place...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,quotes,Yes,Yes,NONE,"Original Meditation Reflection: When stillness feels impossible, begin... | Echo Buddha","Original Meditation Reflection: When stillness feels impossible, begin...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: A peaceful mind begins with... | Echo Buddha,Original Mindfulness Reflection: A peaceful mind begins with...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: A wandering mind is not... | Echo Buddha,Original Mindfulness Reflection: A wandering mind is not...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: Awareness begins when hurry loosens... | Echo Buddha,Original Mindfulness Reflection: Awareness begins when hurry loosens...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/begin-the-day-with-awareness/,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,quotes,Yes,Yes,NONE,Mindfulness Quote for Daily Life: Begin the Day With Awareness | Echo Buddha,Mindfulness Quote for Daily Life: Begin the Day With Awareness,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: Give one ordinary task the... | Echo Buddha,Original Mindfulness Reflection: Give one ordinary task the...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/gratitude-notices-enough/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,quotes,Yes,Yes,NONE,Gratitude Mindfulness Quote: Noticing Enough | Echo Buddha,Gratitude Mindfulness Quote: Noticing Enough,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/ground-yourself-gently/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,quotes,Yes,Yes,NONE,Mindfulness Quote for Anxiety: Ground Yourself Gently | Echo Buddha,Mindfulness Quote for Anxiety: Ground Yourself Gently,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/,https://echobuddha.com/quotes/mindfulness/,quotes,Yes,Yes,NONE,Original Mindfulness Quotes Inspired by Buddhist Practice | Echo Buddha,Original Mindfulness Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/listen-before-answering/,https://echobuddha.com/quotes/mindfulness/listen-before-answering/,quotes,Yes,Yes,NONE,Mindful Listening Quote: Listen Before Answering | Echo Buddha,Mindful Listening Quote: Listen Before Answering,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: Listen to the moment before... | Echo Buddha,Original Mindfulness Reflection: Listen to the moment before...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: Notice what is here before... | Echo Buddha,Original Mindfulness Reflection: Notice what is here before...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: One mindful pause can change... | Echo Buddha,Original Mindfulness Reflection: One mindful pause can change...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/peace-begins-with-attention/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,quotes,Yes,Yes,NONE,Inner Peace Buddhist Quote: Peace Begins With Attention | Echo Buddha,Inner Peace Buddhist Quote: Peace Begins With Attention,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: Peace grows when attention stops... | Echo Buddha,Original Mindfulness Reflection: Peace grows when attention stops...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/present-moment-one-step/,https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,quotes,Yes,Yes,NONE,"Present Moment Quote: One Breath, One Sound, One Step | Echo Buddha","Present Moment Quote: One Breath, One Sound, One Step",Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: Return to the breath before... | Echo Buddha,Original Mindfulness Reflection: Return to the breath before...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: The more clearly you notice... | Echo Buddha,Original Mindfulness Reflection: The more clearly you notice...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,quotes,Yes,Yes,NONE,Original Mindfulness Reflection: The present moment asks for... | Echo Buddha,Original Mindfulness Reflection: The present moment asks for...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,quotes,Yes,Yes,NONE,Original Patience Reflection: A difficult moment becomes heavier... | Echo Buddha,Original Patience Reflection: A difficult moment becomes heavier...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/be-patient-with-the-part-of-you-that-is/,https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,quotes,Yes,Yes,NONE,Original Patience Reflection: Be patient with the part... | Echo Buddha,Original Patience Reflection: Be patient with the part...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/family-kindness-and-patience/,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,quotes,Yes,Yes,NONE,Kindness in Family Quote: Patience With People Close to Us | Echo Buddha,Kindness in Family Quote: Patience With People Close to Us,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,quotes,Yes,Yes,NONE,"Original Patience Reflection: Growth is quiet work, often... | Echo Buddha","Original Patience Reflection: Growth is quiet work, often...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/,https://echobuddha.com/quotes/patience/,quotes,Yes,Yes,NONE,Original Patience Quotes Inspired by Buddhist Practice | Echo Buddha,Original Patience Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,quotes,Yes,Yes,NONE,Original Patience Reflection: Not every delay is an... | Echo Buddha,Original Patience Reflection: Not every delay is an...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,quotes,Yes,Yes,NONE,Original Patience Reflection: Patience is the strength to... | Echo Buddha,Original Patience Reflection: Patience is the strength to...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,quotes,Yes,Yes,NONE,Original Patience Reflection: Patience makes room for truth... | Echo Buddha,Original Patience Reflection: Patience makes room for truth...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/patience-softens-the-wait/,https://echobuddha.com/quotes/patience/patience-softens-the-wait/,quotes,Yes,Yes,NONE,Patience Buddhist Quote: Softening During Delay | Echo Buddha,Patience Buddhist Quote: Softening During Delay,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,quotes,Yes,Yes,NONE,Original Patience Reflection: Some answers become clear only... | Echo Buddha,Original Patience Reflection: Some answers become clear only...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,quotes,Yes,Yes,NONE,Original Patience Reflection: Stay gentle with beginnings; they... | Echo Buddha,Original Patience Reflection: Stay gentle with beginnings; they...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,quotes,Yes,Yes,NONE,Original Patience Reflection: The path unfolds at the... | Echo Buddha,Original Patience Reflection: The path unfolds at the...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,quotes,Yes,Yes,NONE,Original Patience Reflection: Wait long enough for the... | Echo Buddha,Original Patience Reflection: Wait long enough for the...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,quotes,Yes,Yes,NONE,"Original Patience Reflection: When anger rises, pause long... | Echo Buddha","Original Patience Reflection: When anger rises, pause long...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,quotes,Yes,Yes,NONE,Original Practice Reflection: A peaceful life is built... | Echo Buddha,Original Practice Reflection: A peaceful life is built...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,quotes,Yes,Yes,NONE,"Original Practice Reflection: Begin with what is possible,... | Echo Buddha","Original Practice Reflection: Begin with what is possible,...",Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,quotes,Yes,Yes,NONE,Original Practice Reflection: Bring the teaching into the... | Echo Buddha,Original Practice Reflection: Bring the teaching into the...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,quotes,Yes,Yes,NONE,Original Practice Reflection: Daily practice turns understanding from... | Echo Buddha,Original Practice Reflection: Daily practice turns understanding from...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,quotes,Yes,Yes,NONE,Original Practice Reflection: Do not wait to feel... | Echo Buddha,Original Practice Reflection: Do not wait to feel...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/eightfold-path-daily-choices/,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,quotes,Yes,Yes,NONE,Eightfold Path Quote: Daily Practice in Small Choices | Echo Buddha,Eightfold Path Quote: Daily Practice in Small Choices,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/,https://echobuddha.com/quotes/practice/,quotes,Yes,Yes,NONE,Original Practice Quotes Inspired by Buddhist Practice | Echo Buddha,Original Practice Quotes,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/mindfulness-at-work-breath/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,quotes,Yes,Yes,NONE,Mindfulness at Work Quote: Bring Awareness Into Daily Work | Echo Buddha,Mindfulness at Work Quote: Bring Awareness Into Daily Work,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,quotes,Yes,Yes,NONE,Original Practice Reflection: Practice becomes real when it... | Echo Buddha,Original Practice Reflection: Practice becomes real when it...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/right-intention-turns-the-heart/,https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,quotes,Yes,Yes,NONE,Right Intention Quote: Choosing the Direction of the Heart | Echo Buddha,Right Intention Quote: Choosing the Direction of the Heart,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/small-actions-shape-the-mind/,https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,quotes,Yes,Yes,NONE,Daily Buddhist Practice Quote: Small Actions Shape the Mind | Echo Buddha,Daily Buddhist Practice Quote: Small Actions Shape the Mind,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/the-path-is-not-far-away-it-is-the/,https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,quotes,Yes,Yes,NONE,Original Practice Reflection: The path is not far... | Echo Buddha,Original Practice Reflection: The path is not far...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,quotes,Yes,Yes,NONE,Original Practice Reflection: The path is shaped by... | Echo Buddha,Original Practice Reflection: The path is shaped by...,Current dist build plus forensic a1cd457 isolated dist build
/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,quotes,Yes,Yes,NONE,Original Practice Reflection: The smallest wholesome action is... | Echo Buddha,Original Practice Reflection: The smallest wholesome action is...,Current dist build plus forensic a1cd457 isolated dist build
