URL,Production status,Production final URL,Current repo title/H1/robots/canonical match?,Production rendered text matches current repo?,Production rendered text matches forensic a1cd457?,Production fully matches current repo?,Production fully matches forensic a1cd457?,Production title,Current title,Forensic title,Production H1,Current H1,Production robots,Current robots,Forensic robots,Production canonical,Current canonical,AdSense script count,Publisher IDs,Classification
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,200,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,Yes,Yes,Yes,Yes,Yes,Calm Mind Quote: Let Thoughts Pass Without Chasing Them | Echo Buddha,Calm Mind Quote: Let Thoughts Pass Without Chasing Them | Echo Buddha,Calm Mind Quote: Let Thoughts Pass Without Chasing Them | Echo Buddha,Calm Mind Quote: Let Thoughts Pass Without Chasing Them,Calm Mind Quote: Let Thoughts Pass Without Chasing Them,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,200,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,Yes,Yes,Yes,Yes,Yes,Original Awareness Reflection: What you can observe clearly... | Echo Buddha,Original Awareness Reflection: What you can observe clearly... | Echo Buddha,Original Awareness Reflection: What you can observe clearly... | Echo Buddha,Original Awareness Reflection: What you can observe clearly...,Original Awareness Reflection: What you can observe clearly...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,200,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,Yes,Yes,Yes,Yes,Yes,"Original Awareness Reflection: When the mind tightens, let... | Echo Buddha","Original Awareness Reflection: When the mind tightens, let... | Echo Buddha","Original Awareness Reflection: When the mind tightens, let... | Echo Buddha","Original Awareness Reflection: When the mind tightens, let...","Original Awareness Reflection: When the mind tightens, let...","noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,200,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,No,Yes,Yes,No,Yes,Original Compassion Reflection: A gentle response can end... | Echo Buddha,Original Compassion Reflection: A gentle response can end... | Echo Buddha,Original Compassion Reflection: A gentle response can end... | Echo Buddha,Original Compassion Reflection: A gentle response can end...,Original Compassion Reflection: A gentle response can end...,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,200,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,No,Yes,Yes,No,Yes,"Original Compassion Reflection: Before judging another life, remember... | Echo Buddha","Original Compassion Reflection: Before judging another life, remember... | Echo Buddha","Original Compassion Reflection: Before judging another life, remember... | Echo Buddha","Original Compassion Reflection: Before judging another life, remember...","Original Compassion Reflection: Before judging another life, remember...","index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,200,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,No,Yes,Yes,No,Yes,Original Compassion Reflection: Compassion asks what hurts before... | Echo Buddha,Original Compassion Reflection: Compassion asks what hurts before... | Echo Buddha,Original Compassion Reflection: Compassion asks what hurts before... | Echo Buddha,Original Compassion Reflection: Compassion asks what hurts before...,Original Compassion Reflection: Compassion asks what hurts before...,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,200,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,No,Yes,Yes,No,Yes,Original Compassion Reflection: Compassion grows where judgment loosens... | Echo Buddha,Original Compassion Reflection: Compassion grows where judgment loosens... | Echo Buddha,Original Compassion Reflection: Compassion grows where judgment loosens... | Echo Buddha,Original Compassion Reflection: Compassion grows where judgment loosens...,Original Compassion Reflection: Compassion grows where judgment loosens...,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,200,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,Yes,Yes,Yes,Yes,Yes,Compassion Buddhist Quote: Seeing Pain Behind Behavior | Echo Buddha,Compassion Buddhist Quote: Seeing Pain Behind Behavior | Echo Buddha,Compassion Buddhist Quote: Seeing Pain Behind Behavior | Echo Buddha,Compassion Buddhist Quote: Seeing Pain Behind Behavior,Compassion Buddhist Quote: Seeing Pain Behind Behavior,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,200,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,Yes,Yes,Yes,Yes,Yes,Self Compassion Mindfulness Quote: Gentle Inner Speech | Echo Buddha,Self Compassion Mindfulness Quote: Gentle Inner Speech | Echo Buddha,Self Compassion Mindfulness Quote: Gentle Inner Speech | Echo Buddha,Self Compassion Mindfulness Quote: Gentle Inner Speech,Self Compassion Mindfulness Quote: Gentle Inner Speech,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/compassion/gentle-self-compassion/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/,200,https://echobuddha.com/quotes/compassion/,Yes,Yes,Yes,Yes,Yes,Original Compassion Quotes Inspired by Buddhist Practice | Echo Buddha,Original Compassion Quotes Inspired by Buddhist Practice | Echo Buddha,Original Compassion Quotes Inspired by Buddhist Practice | Echo Buddha,Original Compassion Quotes,Original Compassion Quotes,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/compassion/,https://echobuddha.com/quotes/compassion/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,200,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,Yes,Yes,Yes,Yes,Yes,Kindness Quote for Daily Life: A Quiet Practice | Echo Buddha,Kindness Quote for Daily Life: A Quiet Practice | Echo Buddha,Kindness Quote for Daily Life: A Quiet Practice | Echo Buddha,Kindness Quote for Daily Life: A Quiet Practice,Kindness Quote for Daily Life: A Quiet Practice,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,200,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,No,Yes,Yes,No,Yes,Original Compassion Reflection: Kindness does not need an... | Echo Buddha,Original Compassion Reflection: Kindness does not need an... | Echo Buddha,Original Compassion Reflection: Kindness does not need an... | Echo Buddha,Original Compassion Reflection: Kindness does not need an...,Original Compassion Reflection: Kindness does not need an...,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,200,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,No,Yes,Yes,No,Yes,Original Compassion Reflection: Let kindness be the echo... | Echo Buddha,Original Compassion Reflection: Let kindness be the echo... | Echo Buddha,Original Compassion Reflection: Let kindness be the echo... | Echo Buddha,Original Compassion Reflection: Let kindness be the echo...,Original Compassion Reflection: Let kindness be the echo...,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,200,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,Yes,Yes,Yes,Yes,Yes,Original Compassion Reflection: Let your boundaries be clear... | Echo Buddha,Original Compassion Reflection: Let your boundaries be clear... | Echo Buddha,Original Compassion Reflection: Let your boundaries be clear... | Echo Buddha,Original Compassion Reflection: Let your boundaries be clear...,Original Compassion Reflection: Let your boundaries be clear...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,200,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,Yes,Yes,Yes,Yes,Yes,Loving Kindness Quote: Goodwill Toward Self and Others | Echo Buddha,Loving Kindness Quote: Goodwill Toward Self and Others | Echo Buddha,Loving Kindness Quote: Goodwill Toward Self and Others | Echo Buddha,Loving Kindness Quote: Goodwill Toward Self and Others,Loving Kindness Quote: Goodwill Toward Self and Others,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,200,https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,Yes,Yes,Yes,Yes,Yes,Original Compassion Reflection: Offer others the patience you... | Echo Buddha,Original Compassion Reflection: Offer others the patience you... | Echo Buddha,Original Compassion Reflection: Offer others the patience you... | Echo Buddha,Original Compassion Reflection: Offer others the patience you...,Original Compassion Reflection: Offer others the patience you...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,200,https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,Yes,Yes,Yes,Yes,Yes,Original Compassion Reflection: Small kindnesses often reach places... | Echo Buddha,Original Compassion Reflection: Small kindnesses often reach places... | Echo Buddha,Original Compassion Reflection: Small kindnesses often reach places... | Echo Buddha,Original Compassion Reflection: Small kindnesses often reach places...,Original Compassion Reflection: Small kindnesses often reach places...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,200,https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,Yes,Yes,Yes,Yes,Yes,Original Compassion Reflection: The heart becomes spacious each... | Echo Buddha,Original Compassion Reflection: The heart becomes spacious each... | Echo Buddha,Original Compassion Reflection: The heart becomes spacious each... | Echo Buddha,Original Compassion Reflection: The heart becomes spacious each...,Original Compassion Reflection: The heart becomes spacious each...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,200,https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,Yes,Yes,Yes,Yes,Yes,Original Compassion Reflection: To understand someone is not... | Echo Buddha,Original Compassion Reflection: To understand someone is not... | Echo Buddha,Original Compassion Reflection: To understand someone is not... | Echo Buddha,Original Compassion Reflection: To understand someone is not...,Original Compassion Reflection: To understand someone is not...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,200,https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,Yes,Yes,Yes,Yes,Yes,Original Compassion Reflection: When you cannot remove another's... | Echo Buddha,Original Compassion Reflection: When you cannot remove another's... | Echo Buddha,Original Compassion Reflection: When you cannot remove another's... | Echo Buddha,Original Compassion Reflection: When you cannot remove another's...,Original Compassion Reflection: When you cannot remove another's...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,200,https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,Yes,Yes,Yes,Yes,Yes,Original Impermanence Reflection: Acceptance begins where the argument... | Echo Buddha,Original Impermanence Reflection: Acceptance begins where the argument... | Echo Buddha,Original Impermanence Reflection: Acceptance begins where the argument... | Echo Buddha,Original Impermanence Reflection: Acceptance begins where the argument...,Original Impermanence Reflection: Acceptance begins where the argument...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,200,https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,No,Yes,Yes,No,Yes,"Original Impermanence Reflection: Because this moment will pass,... | Echo Buddha","Original Impermanence Reflection: Because this moment will pass,... | Echo Buddha","Original Impermanence Reflection: Because this moment will pass,... | Echo Buddha","Original Impermanence Reflection: Because this moment will pass,...","Original Impermanence Reflection: Because this moment will pass,...","index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,200,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Yes,Yes,Yes,Yes,Yes,Impermanence Buddhist Quote: Change Is How Life Continues | Echo Buddha,Impermanence Buddhist Quote: Change Is How Life Continues | Echo Buddha,Impermanence Buddhist Quote: Change Is How Life Continues | Echo Buddha,Impermanence Buddhist Quote: Change Is How Life Continues,Impermanence Buddhist Quote: Change Is How Life Continues,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,200,https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,No,Yes,Yes,No,Yes,Original Impermanence Reflection: Change takes nothing personally; it... | Echo Buddha,Original Impermanence Reflection: Change takes nothing personally; it... | Echo Buddha,Original Impermanence Reflection: Change takes nothing personally; it... | Echo Buddha,Original Impermanence Reflection: Change takes nothing personally; it...,Original Impermanence Reflection: Change takes nothing personally; it...,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,200,https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,No,Yes,Yes,No,Yes,"Original Impermanence Reflection: Everything changes, including the part... | Echo Buddha","Original Impermanence Reflection: Everything changes, including the part... | Echo Buddha","Original Impermanence Reflection: Everything changes, including the part... | Echo Buddha","Original Impermanence Reflection: Everything changes, including the part...","Original Impermanence Reflection: Everything changes, including the part...","index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,200,https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,Yes,Yes,Yes,Yes,Yes,"Original Impermanence Reflection: Hold each day carefully, knowing... | Echo Buddha","Original Impermanence Reflection: Hold each day carefully, knowing... | Echo Buddha","Original Impermanence Reflection: Hold each day carefully, knowing... | Echo Buddha","Original Impermanence Reflection: Hold each day carefully, knowing...","Original Impermanence Reflection: Hold each day carefully, knowing...","noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/impermanence/,200,https://echobuddha.com/quotes/impermanence/,Yes,Yes,Yes,Yes,Yes,Original Impermanence Quotes Inspired by Buddhist Practice | Echo Buddha,Original Impermanence Quotes Inspired by Buddhist Practice | Echo Buddha,Original Impermanence Quotes Inspired by Buddhist Practice | Echo Buddha,Original Impermanence Quotes,Original Impermanence Quotes,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/impermanence/,https://echobuddha.com/quotes/impermanence/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/impermanence/meet-change-softly/,200,https://echobuddha.com/quotes/impermanence/meet-change-softly/,Yes,Yes,Yes,Yes,Yes,Buddhist Quote About Change: Meet Change Softly | Echo Buddha,Buddhist Quote About Change: Meet Change Softly | Echo Buddha,Buddhist Quote About Change: Meet Change Softly | Echo Buddha,Buddhist Quote About Change: Meet Change Softly,Buddhist Quote About Change: Meet Change Softly,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/impermanence/meet-change-softly/,https://echobuddha.com/quotes/impermanence/meet-change-softly/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,200,https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,Yes,Yes,Yes,Yes,Yes,Original Impermanence Reflection: No season is asked to... | Echo Buddha,Original Impermanence Reflection: No season is asked to... | Echo Buddha,Original Impermanence Reflection: No season is asked to... | Echo Buddha,Original Impermanence Reflection: No season is asked to...,Original Impermanence Reflection: No season is asked to...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,200,https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,No,Yes,Yes,No,Yes,Original Impermanence Reflection: The fading flower does not... | Echo Buddha,Original Impermanence Reflection: The fading flower does not... | Echo Buddha,Original Impermanence Reflection: The fading flower does not... | Echo Buddha,Original Impermanence Reflection: The fading flower does not...,Original Impermanence Reflection: The fading flower does not...,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,200,https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,No,Yes,Yes,No,Yes,Original Impermanence Reflection: The passing of joy teaches... | Echo Buddha,Original Impermanence Reflection: The passing of joy teaches... | Echo Buddha,Original Impermanence Reflection: The passing of joy teaches... | Echo Buddha,Original Impermanence Reflection: The passing of joy teaches...,Original Impermanence Reflection: The passing of joy teaches...,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,200,https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,No,Yes,Yes,No,Yes,Original Impermanence Reflection: Today's certainty may become tomorrow's... | Echo Buddha,Original Impermanence Reflection: Today's certainty may become tomorrow's... | Echo Buddha,Original Impermanence Reflection: Today's certainty may become tomorrow's... | Echo Buddha,Original Impermanence Reflection: Today's certainty may become tomorrow's...,Original Impermanence Reflection: Today's certainty may become tomorrow's...,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,200,https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,Yes,Yes,Yes,Yes,Yes,Original Impermanence Reflection: What changes is not always... | Echo Buddha,Original Impermanence Reflection: What changes is not always... | Echo Buddha,Original Impermanence Reflection: What changes is not always... | Echo Buddha,Original Impermanence Reflection: What changes is not always...,Original Impermanence Reflection: What changes is not always...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/,200,https://echobuddha.com/quotes/,Yes,Yes,Yes,Yes,Yes,Original Buddhist-Inspired Quotes | Echo Buddha,Original Buddhist-Inspired Quotes | Echo Buddha,Original Buddhist-Inspired Quotes | Echo Buddha,Original Buddhist-Inspired Quotes,Original Buddhist-Inspired Quotes,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/,https://echobuddha.com/quotes/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,200,https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,No,Yes,Yes,No,Yes,Original Letting Go Reflection: An open hand can care... | Echo Buddha,Original Letting Go Reflection: An open hand can care... | Echo Buddha,Original Letting Go Reflection: An open hand can care... | Echo Buddha,Original Letting Go Reflection: An open hand can care...,Original Letting Go Reflection: An open hand can care...,"index, follow (implicit)","noindex, follow","index, follow (implicit)",https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,0,,MATCHES_FORENSIC_ONLY
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,200,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,Yes,Yes,Yes,Yes,Yes,Letting Go Buddhist Quote: Caring Without Clinging | Echo Buddha,Letting Go Buddhist Quote: Caring Without Clinging | Echo Buddha,Letting Go Buddhist Quote: Caring Without Clinging | Echo Buddha,Letting Go Buddhist Quote: Caring Without Clinging,Letting Go Buddhist Quote: Caring Without Clinging,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/letting-go/caring-without-clinging/,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,200,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,Yes,Yes,Yes,Yes,Yes,Buddhist Forgiveness Quote: Release Without Approving Harm | Echo Buddha,Buddhist Forgiveness Quote: Release Without Approving Harm | Echo Buddha,Buddhist Forgiveness Quote: Release Without Approving Harm | Echo Buddha,Buddhist Forgiveness Quote: Release Without Approving Harm,Buddhist Forgiveness Quote: Release Without Approving Harm,"index, follow (implicit)","index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,0,,MATCHES_CURRENT_AND_FORENSIC
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,200,https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,Yes,Yes,Yes,Yes,Yes,Original Letting Go Reflection: Freedom often sounds like the... | Echo Buddha,Original Letting Go Reflection: Freedom often sounds like the... | Echo Buddha,Original Letting Go Reflection: Freedom often sounds like the... | Echo Buddha,Original Letting Go Reflection: Freedom often sounds like the...,Original Letting Go Reflection: Freedom often sounds like the...,"noindex, follow","noindex, follow","noindex, follow",https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,0,,MATCHES_CURRENT_AND_FORENSIC
