URL,External source count,External sources,Phase 1 source risk,Phase 4 source-sensitive?,Current source status,Critical unresolved issue?
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/evening-release-reflection/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/quotes/wisdom/wise-silence/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/search/,0,,NOT_PHASE1_INDEXABLE,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/start-here/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/terms-of-use/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
https://echobuddha.com/tools/,0,,Medium,No,NO_EXTERNAL_SOURCE_REQUIRED_OR_PRESENT,No
