URL,Page family,Index state,Canonical,In sitemap,Robots meta,Issue,Action,Validation
/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/right-intention-turns-the-heart/,Quote detail,indexable,https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/small-actions-shape-the-mind/,Quote detail,indexable,https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/the-path-is-not-far-away-it-is-the/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/practice/your-next-response-is-always-part-of-the-path/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/,Quote hub,indexable,https://echobuddha.com/quotes/renewal/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/begin-again-without-shame/,Quote detail,indexable,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/evening-release-reflection/,Quote detail,indexable,https://echobuddha.com/quotes/renewal/evening-release-reflection/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/gentle-hope-keeps-walking/,Quote detail,indexable,https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/one-calm-morning-intention/,Quote detail,indexable,https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/,Quote hub,indexable,https://echobuddha.com/quotes/wisdom/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/contentment-with-what-is-here/,Quote detail,indexable,https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/difficult-people-and-boundaries/,Quote detail,indexable,https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/karma-begins-in-intention/,Quote detail,indexable,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/right-speech-with-kindness/,Quote detail,indexable,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/simplicity-clears-the-room/,Quote detail,indexable,https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/understanding-suffering-honestly/,Quote detail,indexable,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/wisdom-sees-clearly/,Quote detail,indexable,https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,Quote detail,"noindex, follow",https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/quotes/wisdom/wise-silence/,Quote detail,indexable,https://echobuddha.com/quotes/wisdom/wise-silence/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/search/,Search,"noindex, follow",https://echobuddha.com/search/,No,"noindex, follow",None,Preserve Phase 3 state,PASS
/start-here/,Hub/orientation,indexable,https://echobuddha.com/start-here/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/terms-of-use/,Trust/policy,indexable,https://echobuddha.com/terms-of-use/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
/tools/,Tools,indexable,https://echobuddha.com/tools/,Yes,"implicit index, follow",None,Preserve Phase 3 state,PASS
