URL,intended_state,should_be_listed,listed,lastmod,lastmod_basis,absolute_production_url,result
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/evening-release-reflection/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/what-feels-urgent-is-not-always-what-matters-most/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-less-interested-in-winning-than-in-ending/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/wisdom-sees-the-whole-fire-not-only-the-spark/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/quotes/wisdom/wise-silence/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/robots.txt,TECHNICAL_ENDPOINT,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/search-index.json,TECHNICAL_ENDPOINT,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/search.js,TECHNICAL_ENDPOINT,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/search/,NOINDEX_USER_PAGE_200,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/sitemap.xml,TECHNICAL_ENDPOINT,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/start-here/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
https://echobuddha.com/terms-and-conditions/,PERMANENT_REDIRECT,NO,NO,,OMITTED_WHEN_NO_TRUTHFUL_DATE,NOT_APPLICABLE,PASS
https://echobuddha.com/terms-of-use/,INDEXABLE_CANONICAL_200,YES,YES,2026-06-24,CONTENT_REVIEW_OR_SOURCE_DATE,YES,PASS
https://echobuddha.com/tools/,INDEXABLE_CANONICAL_200,YES,YES,,OMITTED_WHEN_NO_TRUTHFUL_DATE,YES,PASS
