"URL","Family","Role","Owner","Index state","Protected information gain","Source/trust state","Template/mass-produced risk","Current readiness","Evidence","Decision"
"https://echobuddha.com/quote-attribution-policy/","Trust / policy","TRUST_POLICY","https://echobuddha.com/about/","indexable","Publisher transparency or user-protection information specific to “Quote Attribution Policy”.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/awareness/acceptance-before-next-step/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/awareness/","Quote categories","CATEGORY","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/awareness/thoughts-are-visitors/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/compassion/gentle-self-compassion/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/compassion/","Quote categories","CATEGORY","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/impermanence/","Quote categories","CATEGORY","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/impermanence/meet-change-softly/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/","Quote stories","HUB","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/letting-go/caring-without-clinging/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/letting-go/","Quote categories","CATEGORY","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/letting-go/soften-around-stress/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/letting-go/where-attachment-begins/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/meditation/few-quiet-minutes/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/meditation/","Quote categories","CATEGORY","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/meditation/meditation-is-returning/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/meditation/one-honest-breath/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/mindfulness/","Quote categories","CATEGORY","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/mindfulness/listen-before-answering/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/mindfulness/present-moment-one-step/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/patience/family-kindness-and-patience/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/patience/","Quote categories","CATEGORY","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/patience/patience-softens-the-wait/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/practice/","Quote categories","CATEGORY","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/renewal/begin-again-without-shame/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/renewal/evening-release-reflection/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/renewal/","Quote categories","CATEGORY","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/renewal/one-calm-morning-intention/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/wisdom/","Quote categories","CATEGORY","https://echobuddha.com/quotes/","indexable","Orientation, selection, and meaningful navigation across the Quotes cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/wisdom/wisdom-sees-clearly/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/quotes/wisdom/wise-silence/","Quote stories","QUOTE_REFLECTION","https://echobuddha.com/quotes/","indexable","Original quote/reflection format and page-specific narrative; generated stories require Phase 3 index review.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/start-here/","Utility / other","HUB","https://echobuddha.com/start-here/","indexable","Orientation, selection, and meaningful navigation across the Newcomer Orientation cluster.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/terms-of-use/","Trust / policy","TRUST_POLICY","https://echobuddha.com/about/","indexable","Publisher transparency or user-protection information specific to “Terms of Use”.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
"https://echobuddha.com/tools/","Utility / other","UTILITY","https://echobuddha.com/tools/","indexable","Functional user task rather than independent doctrinal explanation.","Medium; NO_CRITICAL_ISSUE","LOW / CONTROLLED","PASS","REPOSITORY_FACT; BUILD_FACT; prior Phase 4–6 audits","Protect; no rewrite or consolidation"
